tconst,parentTconst,primaryTitle,seasonNumber,episodeNumber,startYear,averageRating,numVotes
tt4066276,tt0362357,Life Expectancy,12,9,2015,7.5,154
tt4066278,tt0362357,The Crazy Gang,12,10,2015,7.8,180
tt4070410,tt0118401,Habeas Corpus,18,1,2016,7.4,774
tt4095380,tt1888075,Episode 6,4,6,2015,7.5,605
tt4194586,tt1988386,Death Defying Feats,3,1,2015,7.7,421
tt4194588,tt1988386,Murder & the Maiden,3,2,2015,7.6,386
tt4194594,tt1988386,Blood & Money,3,4,2015,7.6,369
tt4194596,tt1988386,Murder & Mozzarella,3,3,2015,7.6,402
tt4194598,tt1988386,Death & Hysteria,3,5,2015,7.8,386
tt4194600,tt1988386,Death at the Grand,3,6,2015,7.6,365
tt4194602,tt1988386,"Game, Set & Murder",3,7,2015,7.7,366
tt4194606,tt1988386,Death Do Us Part,3,8,2015,8.3,419
tt4304606,tt2215842,The Invisible Man,3,3,2015,7.2,454
tt4304608,tt2215842,The Sign of the Broken Sword,3,4,2015,7.5,428
tt4312146,tt2215842,The Last Man,3,5,2015,8.0,478
tt4312150,tt2215842,The Upcott Fraternity,3,6,2015,7.7,438
tt4312156,tt2215842,The Lair of the Libertines,3,8,2015,6.9,511
tt4312158,tt2215842,The Truth in the Wine,3,9,2015,7.8,440
tt4312170,tt2215842,The Judgement of Man,3,10,2015,7.9,435
tt4328098,tt2215842,The Time Machine,3,11,2015,7.7,403
tt4328100,tt2215842,The Standing Stones,3,12,2015,7.1,396
tt4328104,tt2215842,The Paradise of Thieves,3,13,2015,7.7,376
tt4328108,tt2215842,The Deadly Seal,3,14,2015,7.6,396
tt4328110,tt2215842,The Owl of Minerva,3,15,2015,8.4,478
tt4330906,tt1888075,Episode 2,4,2,2015,7.5,644
tt4350268,tt1888075,Episode 3,4,3,2015,7.3,630
tt4372892,tt1888075,Episode 4,4,4,2015,7.8,646
tt4386902,tt1888075,Episode 5,4,5,2015,7.2,627
tt4440278,tt1888075,Episode 7,4,7,2015,7.4,611
tt4458326,tt1888075,Episode 8,4,8,2015,7.9,627
tt4535824,tt1888075,Episode 1,5,1,2016,7.5,679
tt4712990,tt0118401,The Incident at Cooper Hill,18,2,2016,7.2,753
tt4772208,tt0118401,Breaking the Chain,18,3,2016,6.7,742
tt4790374,tt0118401,A Dying Art,18,4,2016,7.3,724
tt4790376,tt0118401,Saints and Sinners,18,5,2016,7.2,709
tt4790380,tt0118401,Harvest of Souls,18,6,2016,7.4,659
tt4809030,tt2701582,Arcadia,3,2,2016,8.1,1245
tt4839466,tt2701582,Coda,3,4,2016,8.8,1389
tt4839470,tt2701582,Prey,3,3,2016,8.0,1323
tt4860336,tt2215842,The Mask of the Demon,4,1,2016,7.6,471
tt4876930,tt2396135,Episode #3.6,3,6,2016,8.5,778
tt4880426,tt2396135,Episode #3.2,3,2,2016,8.2,767
tt4880428,tt2396135,Episode #3.3,3,3,2016,8.2,750
tt4885302,tt2396135,Episode #3.4,3,4,2016,8.4,720
tt4885306,tt2396135,Episode #3.5,3,5,2016,8.6,782
tt4901402,tt2215842,The Brewer's Daughter,4,2,2016,7.7,424
tt5002648,tt1888075,Episode 5,5,5,2016,7.6,624
tt5002680,tt1888075,Episode 6,5,6,2016,7.5,608
tt5207196,tt1888075,Episode 3,5,3,2016,7.4,606
tt5207202,tt1888075,Episode 8,5,8,2016,7.7,627
tt5214850,tt1888075,Episode 2,5,2,2016,7.5,623
tt5280000,tt2215842,The Hangman's Demise,4,3,2016,7.7,410
tt5280016,tt2215842,The Crackpot of the Empire,4,4,2016,7.6,426
tt5280036,tt2215842,The Daughter of Autolycus,4,5,2016,8.0,446
tt5303444,tt2215842,The Missing Man,4,7,2016,7.1,421
tt5303452,tt2215842,The Resurrectionists,4,8,2016,7.5,398
tt5304064,tt2215842,The Rod of Asclepius,4,6,2016,7.8,425
tt5304080,tt2215842,The Sins of the Father,4,9,2016,7.3,374
tt5304088,tt2215842,The Wrath of Baron Samdi,4,10,2016,7.3,410
tt5353496,tt1888075,Episode 4,5,4,2016,7.9,655
tt5433634,tt2701582,Game,4,1,2017,8.2,1234
tt5447876,tt1888075,Episode 7,5,7,2016,7.4,591
tt5477562,tt0118401,The Village That Rose from the Dead,19,1,2016,7.5,829
tt5511092,tt1888075,Episode 1,6,1,2017,7.5,631
tt5540012,tt0118401,Crime and Punishment,19,2,2017,7.4,739
tt5554750,tt2215842,The Star of Jacob,5,1,2016,8.3,568
tt5555612,tt0118401,Last Man Out,19,3,2017,7.7,861
tt5634366,tt2215842,The Eve of St John,5,3,2017,7.3,459
tt5692624,tt0118401,Red in Tooth & Claw,19,4,2017,7.2,726
tt5714714,tt0118401,Death by Persuasion,19,5,2017,7.1,771
tt5714716,tt0118401,The Curse of the Ninth,19,6,2017,7.3,673
tt5765474,tt2701582,Canticle,4,2,2017,7.8,1204
tt5779330,tt2215842,The Chedworth Cyclone,5,4,2017,7.2,403
tt5851530,tt2701582,Lazaretto,4,3,2017,8.0,1082
tt5851534,tt2701582,Harvest,4,4,2017,8.4,1164
tt5945438,tt1888075,Episode 7,6,7,2017,7.7,595
tt5945448,tt1888075,Episode 8,6,8,2017,7.7,557
tt5951562,tt2215842,The Labyrinth of the Minotaur,5,2,2017,8.1,551
tt6010356,tt2215842,The Hand of Lucia,5,5,2017,6.7,486
tt6038452,tt2396135,Episode #4.1,4,1,2018,8.1,824
tt6185392,tt2215842,The Eagle and The Daw,5,6,2017,7.8,415
tt6185398,tt2215842,The Smallest of Things,5,7,2017,8.0,453
tt6185400,tt2215842,The Lepidopterist's Companion,5,9,2017,7.7,396
tt6185404,tt2215842,The Crimson Feather,5,8,2017,7.6,408
tt6185414,tt2215842,The Alchemist's Secret,5,10,2017,7.8,401
tt6258678,tt2215842,The Sins of Others,5,11,2017,8.3,468
tt6258680,tt2215842,The Theatre of the Invisible,5,12,2017,7.6,418
tt6258682,tt2215842,The Fire in the Sky,5,14,2017,7.3,352
tt6258684,tt2215842,The Tanganyika Green,5,13,2017,7.3,369
tt6258688,tt2215842,The Penitent Man,5,15,2017,8.2,420
tt6375836,tt1888075,Episode 2,6,2,2017,7.4,589
tt6382364,tt1888075,Episode 3,6,3,2017,7.6,609
tt6390228,tt1888075,Episode 4,6,4,2017,7.4,561
tt6424844,tt1888075,Episode 5,6,5,2017,7.9,621
tt6434736,tt1888075,Episode 6,6,6,2017,8.2,644
tt6485338,tt2701582,Muse,5,1,2018,8.2,1306
tt6531716,tt2396135,Episode #4.2,4,2,2018,8.1,681
tt6579946,tt2396135,Episode #4.3,4,3,2018,8.0,673
tt6751692,tt0118401,The Ghost of Causton Abbey,20,1,2018,7.2,823
tt6753464,tt2701582,Cartouche,5,2,2018,7.9,1189
tt6753468,tt2701582,Passenger,5,3,2018,8.4,1138
tt6753470,tt2701582,Colours,5,4,2018,8.1,1133
tt6763270,tt2701582,Quartet,5,5,2018,8.4,1163
tt6763274,tt2701582,Icarus,5,6,2018,8.8,1254
tt6914760,tt2396135,Episode #4.4,4,4,2018,8.0,684
tt6914762,tt2396135,Episode #4.5,4,5,2018,8.4,669
tt6914764,tt2396135,Episode #4.6,4,6,2018,8.7,861
tt6948340,tt1888075,Episode 1,7,1,2018,7.6,676
tt7230926,tt1888075,Episode 2,7,2,2018,7.5,599
tt7230930,tt1888075,Episode 3,7,3,2018,7.4,579
tt7230932,tt1888075,Episode 4,7,4,2018,7.2,550
tt7230934,tt1888075,Episode 5,7,5,2018,7.5,555
tt7230936,tt1888075,Episode 6,7,6,2018,7.4,534
tt7230938,tt1888075,Episode 7,7,7,2018,7.5,534
tt7230942,tt1888075,Episode 8,7,8,2018,7.5,524
tt7280746,tt0118401,Death of the Small Coppers,20,2,2018,7.3,801
tt7280772,tt0118401,Drawing Dead,20,3,2018,7.3,753
tt7280774,tt0118401,The Lions of Causton,20,4,2018,7.2,727
tt7318522,tt0118401,Till Death Do Us Part,20,5,2018,7.4,698
tt7324860,tt0118401,Send in the Clowns,20,6,2018,7.0,635
tt7605606,tt2215842,The Kembleford Dragon,6,3,2018,7.7,405
tt7631372,tt7526498,O Brave New World,1,1,2018,7.4,488
tt7631718,tt7526498,The Chimes at Midnight,1,2,2018,7.5,462
tt7631720,tt7526498,This Promised End,1,3,2018,7.4,447
tt7631914,tt7526498,This Rough Magic,1,4,2018,7.5,393
tt7631918,tt7526498,Toil and Trouble,1,5,2018,7.3,377
tt7631920,tt7526498,"Exit, Pursued by a Bear",1,6,2018,7.2,360
tt7631922,tt7526498,The Fairest Show Means Most Deceit,1,7,2018,7.7,377
tt7651650,tt2215842,The Tree of Truth,6,1,2017,8.2,475
tt7653964,tt2215842,The Jackdaw's Revenge,6,2,2018,7.7,429
tt7665614,tt7526498,The Chameleon's Dish,1,8,2018,7.4,350
tt7693536,tt2215842,The Angel of Mercy,6,4,2018,7.5,397
tt7693540,tt2215842,The Face of the Enemy,6,5,2018,8.1,434
tt7693544,tt2215842,The Devil You Know,6,6,2018,8.0,409
tt7693546,tt2215842,The Dance of Death,6,7,2018,7.2,393
tt7693554,tt2215842,The Cat of Mastigatus,6,8,2018,7.4,359
tt7693556,tt2215842,The Flower of the Fairway,6,9,2018,7.3,384
tt7693564,tt2215842,The Two Deaths of Hercule Flambeau,6,10,2018,8.2,404
tt7693570,tt7526498,The Rascal Cook,1,9,2018,7.4,342
tt7693572,tt7526498,Ill Met by Moonlight,1,10,2018,7.7,358
tt7956184,tt1888075,Episode 1,8,1,2019,7.6,627
tt8146802,tt2701582,Pylon,6,1,2019,8.5,1350
tt8253346,tt7526498,Outrageous Fortune,2,1,2019,7.5,380
tt8700002,tt2701582,Apollo,6,2,2019,7.9,1198
tt8700016,tt2701582,Confection,6,3,2019,8.1,1164
tt8700024,tt2701582,Degüello,6,4,2019,9.2,1728
tt9168236,tt7526498,The Play's the Thing,2,2,2019,7.3,354
tt9168240,tt7526498,This Cursed Hand,2,3,2019,7.2,345
tt9168244,tt7526498,Beware the Ides of March,2,4,2019,7.1,330
tt9168246,tt7526498,No More Cakes and Ale,2,5,2019,7.5,324
tt9168248,tt7526498,The Offered Fallacy,2,6,2019,7.6,333
tt9474846,tt2215842,The Great Train Robbery,7,1,2019,8.1,501
tt9474850,tt2215842,The Passing Bell,7,2,2019,7.3,428
tt9474852,tt2215842,The Whistle in the Dark,7,3,2019,7.5,409
tt9474858,tt2215842,The Demise of the Debutante,7,4,2019,7.1,431
tt9474864,tt2215842,The Darkest Noon,7,5,2019,7.7,396
tt9508808,tt1888075,Episode 2,8,2,2019,7.2,607
tt9508820,tt1888075,Episode 3,8,3,2019,7.3,559
tt9508838,tt1888075,Episode 4,8,4,2019,7.5,571
tt9510362,tt1888075,Episode 5,8,5,2019,8.0,614
tt9510366,tt1888075,Episode 6,8,6,2019,8.0,617
tt9510368,tt1888075,Episode 7,8,7,2019,7.5,562
tt9510372,tt1888075,Episode 8,8,8,2019,7.7,549
tt9553100,tt2215842,The Sacrifice of Tantalus,7,6,2019,8.2,414
tt9553102,tt2215842,The House of God,7,7,2019,7.3,365
tt9553110,tt2215842,The Blood of the Anarchists,7,8,2019,6.8,390
tt9600604,tt2215842,The Skylark Scandal,7,9,2019,7.2,347
tt9600668,tt2215842,The Honourable Thief,7,10,2019,8.3,402
tt9772468,tt2396135,Episode #5.1,5,1,2019,7.9,754
tt9784100,tt2396135,Episode #5.4,5,4,2019,7.8,603
tt9788198,tt2396135,Episode #5.5,5,5,2019,7.8,595
tt9788224,tt2396135,Episode #5.6,5,6,2019,8.1,642
tt9816612,tt2396135,Episode #5.2,5,2,2019,7.8,629
tt9816994,tt7526498,Nothing Will Come of Nothing,2,7,2019,7.1,324
tt9817092,tt7526498,In My Memory Lock'd,2,8,2019,7.7,301
tt9823936,tt2396135,Episode #5.3,5,3,2019,7.8,611
tt9839640,tt7526498,The Envious Court,2,9,2019,7.6,287
tt9839644,tt7526498,Too Cold for Hell,2,10,2019,8.0,328
tt9861392,tt1888075,Episode 1,9,1,2020,7.3,600
tt9861394,tt1888075,Episode 1,10,1,2021,7.3,596
tt9878010,tt2701582,Oracle,7,1,2020,8.0,1238
