"tconst","ordering","nconst","category","job","characters","primaryName","birthYear","deathYear","primaryProfession","knownForTitles"
"tt0214950","1","nm0626719","actor","","[""DCI Tom Barnaby""]","John Nettles","1943","","actor,writer,soundtrack","tt0118401,tt0081831,tt0073981,tt0164260"
"tt0214950","2","nm0143401","actor","","[""Sgt. Gavin Troy""]","Daniel Casey","1972","","actor,soundtrack,archive_footage","tt0118401,tt0423668,tt1834598,tt0115305"
"tt0214950","3","nm0943857","actress","","[""Joyce Barnaby""]","Jane Wymark","1952","","actress,soundtrack,archive_footage","tt0118401,tt0075560,tt0169416,tt0140728"
"tt0214950","4","nm0397452","actress","","[""Cully Barnaby""]","Laura Howard","1977","","actress,soundtrack,archive_footage","tt0118401,tt0103552,tt10466872,tt0116230"
"tt0214950","5","nm0413289","actor","","[""Dr. George Bullard""]","Barry Jackson","1938","2013","actor,stunts,soundtrack","tt0360201,tt0072684,tt0118401,tt0373870"
"tt0214950","6","nm0573618","actor","","[""Orville Tudway""]","Kevin McNally","1956","","actor,writer,director","tt0325980,tt1298650,tt0383574,tt0449088"
"tt0214950","7","nm0244912","actor","","[""Will Saxby""]","John Duttine","1949","","actor,archive_footage","tt0080298,tt0420830,tt0081850,tt0053494"
"tt0214950","8","nm0308789","actress","","[""Muriel Saxby""]","Elizabeth Garvie","1957","","actress,archive_footage","tt0078672,tt0116935,tt0101123,tt0104443"
"tt0214950","9","nm0422234","actor","","[""Hector Bridges""]","Paul Jesson","1946","","actor","tt1372686,tt2473794,tt5886440,tt0383694"
"tt0214950","10","nm0313633","actress","","[""Jenny Bridges""]","Tricia George","1957","","actress,camera_department","tt0193686,tt0078699,tt0202768,tt0083449"
"tt0307058","1","nm0626719","actor","","[""DCI Tom Barnaby""]","John Nettles","1943","","actor,writer,soundtrack","tt0118401,tt0081831,tt0073981,tt0164260"
"tt0307058","2","nm0143401","actor","","[""Sgt. Gavin Troy""]","Daniel Casey","1972","","actor,soundtrack,archive_footage","tt0118401,tt0423668,tt1834598,tt0115305"
"tt0307058","3","nm0943857","actress","","[""Joyce Barnaby""]","Jane Wymark","1952","","actress,soundtrack,archive_footage","tt0118401,tt0075560,tt0169416,tt0140728"
"tt0307058","4","nm0397452","actress","","[""Cully Barnaby""]","Laura Howard","1977","","actress,soundtrack,archive_footage","tt0118401,tt0103552,tt10466872,tt0116230"
"tt0307058","5","nm0413289","actor","","[""Dr. George Bullard""]","Barry Jackson","1938","2013","actor,stunts,soundtrack","tt0360201,tt0072684,tt0118401,tt0373870"
"tt0307058","6","nm0038914","actress","","[""Emily Simpson""]","Renée Asherson","1915","2014","actress,archive_footage","tt0230600,tt0036910,tt0087756,tt0070791"
"tt0307058","7","nm0190194","actress","","[""Lucy Bellringer""]","Rosalie Crutchley","1920","1997","actress,soundtrack,archive_footage","tt0057129,tt0109831,tt0043949,tt0074896"
"tt0307058","8","nm0278746","actor","","[""Michael Lacey""]","Jonathan Firth","1967","","actor,director,archive_footage","tt0205214,tt0103442,tt0104181,tt1340161"
"tt0307058","9","nm0607865","actress","","[""Katherine Lacey""]","Emily Mortimer","1971","","actress,writer,producer","tt5028340,tt0805564,tt0416320,tt0800241"
"tt0307058","10","nm0002103","actor","","[""Henry Trace""]","Julian Glover","1935","","actor,soundtrack,archive_footage","tt0097576,tt0082398,tt0080684,tt0332452"
"tt0339442","1","nm0035605","actor","","[""Brian Lane""]","Alun Armstrong","1946","","actor,soundtrack,archive_footage","tt0209163,tt0085811,tt0338526,tt0162661"
"tt0339442","2","nm0092639","actor","","[""Jack Halford""]","James Bolam","1935","","actor,miscellaneous,soundtrack","tt0074799,tt0074072,tt0056194,tt0084509"
"tt0339442","3","nm0714985","actress","","[""Detective Superintendent Sandra Pullman""]","Amanda Redman","1957","","actress,miscellaneous,soundtrack","tt0203119,tt0362357,tt0282744,tt0231012"
"tt0339442","4","nm0913993","actor","","[""Gerry Standing""]","Dennis Waterman","1948","2022","actor,music_department,miscellaneous","tt0362357,tt0078351,tt0076788,tt0098881"
"tt0339442","5","nm1347064","actor","","[""PC Clark""]","Chiké Okonkwo","1982","","actor,producer","tt11640018,tt15261812,tt2345481,tt4196450"
"tt0339442","6","nm0277424","actor","","[""Roddy Wringer""]","Jon Finch","1942","2012","actor,archive_footage","tt0068611,tt0320661,tt0077413,tt0067372"
"tt0339442","7","nm0048575","actress","","[""Gaynor Wringer""]","Jill Baker","1952","","actress","tt0465551,tt0401729,tt0138097,tt1441952"
"tt0339442","8","nm0941000","actor","","[""Donald Bevan""]","Tim Woodward","1953","2023","actor,soundtrack,archive_footage","tt0267626,tt3014866,tt0089420,tt3569230"
"tt0339442","9","nm0191741","actor","","[""Ian Lovett""]","Michael Culver","1938","2024","actor,soundtrack,archive_footage","tt0080684,tt0087892,tt0296314,tt0969784"
"tt0339442","10","nm0417075","actress","","[""Esther Lane""]","Susan Jameson","1941","","actress,soundtrack,archive_footage","tt0080298,tt0063962,tt0323912,tt0065349"
"tt0394783","1","nm0626719","actor","","[""DCI Tom Barnaby""]","John Nettles","1943","","actor,writer,soundtrack","tt0118401,tt0081831,tt0073981,tt0164260"
"tt0394783","2","nm0143401","actor","","[""Sgt Gavin Troy""]","Daniel Casey","1972","","actor,soundtrack,archive_footage","tt0118401,tt0423668,tt1834598,tt0115305"
"tt0394783","3","nm0943857","actress","","[""Joyce Barnaby""]","Jane Wymark","1952","","actress,soundtrack,archive_footage","tt0118401,tt0075560,tt0169416,tt0140728"
"tt0394783","4","nm0397452","actress","","[""Cully Barnaby""]","Laura Howard","1977","","actress,soundtrack,archive_footage","tt0118401,tt0103552,tt10466872,tt0116230"
"tt0394783","5","nm0413289","actor","","[""Dr. George Bullard""]","Barry Jackson","1938","2013","actor,stunts,soundtrack","tt0360201,tt0072684,tt0118401,tt0373870"
"tt0394783","6","nm0119357","actress","","[""Mallory Edmonton""]","Kate Buffery","1957","","actress,writer","tt0135738,tt1511543,tt0095954,tt0144796"
"tt0394783","7","nm0129464","actor","","[""George Hamilton""]","David Calder","1946","","actor,archive_footage","tt0143145,tt0859163,tt1979320,tt0396171"
"tt0394783","8","nm0318321","actress","","[""Naomi Sinclair""]","Alexandra Gilbreath","1969","","actress,director,producer","tt13720794,tt11418284,tt0238793,tt0862614"
"tt0394783","9","nm0604502","actor","","[""Julian Shepherd""]","Robert Morgan","","","actor,archive_footage","tt1374989,tt0118401,tt0102288,tt0124241"
"tt0394783","10","nm0461063","actress","","[""Eleanor Macpherson""]","Rosalind Knight","1933","2020","actress,archive_footage","tt0276751,tt0057590,tt3722070,tt0052676"
"tt0394784","1","nm0626719","actor","","[""DCI Tom Barnaby""]","John Nettles","1943","","actor,writer,soundtrack","tt0118401,tt0081831,tt0073981,tt0164260"
"tt0394784","2","nm0143401","actor","","[""Sgt Gavin Troy""]","Daniel Casey","1972","","actor,soundtrack,archive_footage","tt0118401,tt0423668,tt1834598,tt0115305"
"tt0394784","3","nm0943857","actress","","[""Joyce Barnaby""]","Jane Wymark","1952","","actress,soundtrack,archive_footage","tt0118401,tt0075560,tt0169416,tt0140728"
"tt0394784","4","nm0071753","actress","","[""Debbie Shortlands""]","Fleur Bennett","1968","","actress","tt0103429,tt0118401,tt0105977,tt0101114"
"tt0394784","5","nm0085966","actor","","[""Keith Shortlands""]","Adam Blackwood","1959","","actor,archive_footage","tt0295846,tt0098833,tt0092712,tt0096601"
"tt0394784","6","nm0164953","actress","","[""Mary Yeatman""]","Prue Clarke","","","actress,miscellaneous,archive_footage","tt1560139,tt0426366,tt0084998,tt1166893"
"tt0394784","7","nm0322563","actor","","[""John Field""]","Robert Glenister","1960","","actor,director","tt0114117,tt6141246,tt2361317,tt0189192"
"tt0394784","8","nm0377328","actor","","[""Mike Yeatman""]","Del Henney","1935","2019","actor,writer,soundtrack","tt0067800,tt0067952,tt0076734,tt0072732"
"tt0394784","9","nm0378237","actor","","[""Simon Reason""]","Nicky Henson","1945","2019","actor,archive_footage","tt0365737,tt1297919,tt0076475,tt0383694"
"tt0394784","10","nm0397102","actor","","[""Owen August""]","Alan Howard","1937","2015","actor,archive_footage","tt0120737,tt0097108,tt0099231,tt0092425"
"tt0394785","1","nm0626719","actor","","[""DCI Tom Barnaby""]","John Nettles","1943","","actor,writer,soundtrack","tt0118401,tt0081831,tt0073981,tt0164260"
"tt0394785","2","nm0143401","actor","","[""Sgt. Gavin Troy""]","Daniel Casey","1972","","actor,soundtrack,archive_footage","tt0118401,tt0423668,tt1834598,tt0115305"
"tt0394785","3","nm0943857","actress","","[""Joyce Barnaby""]","Jane Wymark","1952","","actress,soundtrack,archive_footage","tt0118401,tt0075560,tt0169416,tt0140728"
"tt0394785","4","nm0397452","actress","","[""Cully Barnaby""]","Laura Howard","1977","","actress,soundtrack,archive_footage","tt0118401,tt0103552,tt10466872,tt0116230"
"tt0394785","5","nm0413289","actor","","[""Dr. George Bullard""]","Barry Jackson","1938","2013","actor,stunts,soundtrack","tt0360201,tt0072684,tt0118401,tt0373870"
"tt0394785","6","nm0180498","actress","","[""May Cuttle""]","Judy Cornwell","1940","","actress,archive_footage","tt0089961,tt0066585,tt0098837,tt0072482"
"tt0394785","7","nm0443016","actor","","[""Arno Gibbs""]","Charles Kay","1930","2025","actor,archive_footage","tt0086879,tt0097499,tt0207885,tt0278500"
"tt0394785","8","nm0269923","actor","","[""Ian Craigie""]","Michael Feast","1946","","actor,composer,soundtrack","tt0120879,tt0472160,tt0069824,tt0810823"
"tt0394785","9","nm0268200","actor","","[""Ken Beavers""]","Colin Farrell","1938","","actor,composer,archive_footage","tt0075784,tt0083987,tt0073260,tt0112161"
"tt0394785","10","nm0119963","actress","","[""Heather Beavers""]","Diane Bull","1952","1998","actress,soundtrack","tt0118401,tt37255675,tt0363375,tt0108967"
"tt0394786","1","nm0626719","actor","","[""DCI Tom Barnaby""]","John Nettles","1943","","actor,writer,soundtrack","tt0118401,tt0081831,tt0073981,tt0164260"
"tt0394786","2","nm0143401","actor","","[""Sgt. Gavin Troy""]","Daniel Casey","1972","","actor,soundtrack,archive_footage","tt0118401,tt0423668,tt1834598,tt0115305"
"tt0394786","3","nm0943857","actress","","[""Joyce Barnaby""]","Jane Wymark","1952","","actress,soundtrack,archive_footage","tt0118401,tt0075560,tt0169416,tt0140728"
"tt0394786","4","nm0397452","actress","","[""Cully Barnaby""]","Laura Howard","1977","","actress,soundtrack,archive_footage","tt0118401,tt0103552,tt10466872,tt0116230"
"tt0394786","5","nm0426062","actor","","[""James Fitzroy""]","Richard Johnson","1927","2015","actor,producer,writer","tt0057129,tt0914798,tt0080057,tt0065009"
"tt0394786","6","nm0383769","actress","","[""Sarah Fitzroy""]","Jennifer Hilary","1942","2008","actress","tt0081809,tt0086809,tt0063893,tt0424746"
"tt0394786","7","nm0535582","actor","","[""Grahame Tranter""]","Dominic Mafham","1968","","actor","tt5690810,tt14454876,tt3776288,tt3829170"
"tt0394786","8","nm0281990","actress","","[""Marcia Tranter""]","Diane Fletcher","1944","","actress","tt0212720,tt0098825,tt0067372,tt0108962"
"tt0394786","9","nm0935304","actress","","[""Kate Tranter""]","Sarah Winman","1964","","actress","tt0365651,tt0260615,tt1291118,tt0163932"
"tt0394786","10","nm0092639","actor","","[""Ron Pringle""]","James Bolam","1935","","actor,miscellaneous,soundtrack","tt0074799,tt0074072,tt0056194,tt0084509"
"tt0611633","1","nm0857177","actor","","[""Chief Inspector Morse""]","John Thaw","1942","2002","actor,producer,archive_footage","tt0092379,tt0103939,tt0076788,tt0078351"
"tt0611633","2","nm0923610","actor","","[""Detective Sergeant Lewis""]","Kevin Whately","1951","","actor,soundtrack,archive_footage","tt0092379,tt0874608,tt0116209,tt0178159"
"tt0611633","3","nm0000293","actor","","[""Alex Bailey""]","Sean Bean","1959","","actor,producer,animation_department","tt0120737,tt1181791,tt0944947,tt0332452"
"tt0611633","4","nm0703438","actress","","[""Hilary Stevens""]","Diana Quick","1946","","actress,writer,producer","tt0075968,tt4686844,tt0083390,tt0388894"
"tt0611633","5","nm0934014","actor","","[""Brian Thornton""]","Richard Wilson","1936","","actor,director,miscellaneous","tt0098882,tt0120483,tt0087892,tt0377981"
"tt0611633","6","nm0276090","actor","","[""Prison Chaplain""]","David Fielder","","","actor,archive_footage","tt0086393,tt9638084,tt0159876,tt0108919"
"tt0611633","7","nm0824364","actor","","[""Lawrence Cryer""]","Tony Steedman","1927","2001","actor,archive_footage","tt0096928,tt0075492,tt0096061,tt0105946"
"tt0611633","8","nm1469246","actress","","[""Young Doctor""]","Susan Doran","","","actress","tt3920094,tt0092379,tt0122339"
"tt0611633","9","nm0931206","actor","","[""George Newcombe""]","Luke Williams","","","actor,location_management","tt14260836,tt11958610,tt7478314,tt0106507"
"tt0611633","10","nm0700059","actor","","[""Geoff Harris - Prison Officer""]","Robert Pugh","1950","","actor,writer,director","tt1139328,tt0311113,tt0955308,tt0320661"
"tt0611634","1","nm0857177","actor","","[""Chief Inspector Morse""]","John Thaw","1942","2002","actor,producer,archive_footage","tt0092379,tt0103939,tt0076788,tt0078351"
"tt0611634","2","nm0923610","actor","","[""Detective Sergeant Lewis""]","Kevin Whately","1951","","actor,soundtrack,archive_footage","tt0092379,tt0874608,tt0116209,tt0178159"
"tt0611634","3","nm0907981","actress","","[""Vicky Wilson""]","Liza Walker","1972","","actress","tt0113243,tt0110213,tt0107221,tt0123355"
"tt0611634","4","nm0005042","actor","","[""Dr. Desmond Collier""]","Jason Isaacs","1963","","actor,producer,animation_department","tt0295297,tt0187393,tt4686844,tt11389748"
"tt0611634","5","nm0154195","actress","","[""Marilyn Garrett""]","Charlotte Chatton","","","actress,writer,producer","tt8850576,tt5966990,tt0120338,tt0103405"
"tt0611634","6","nm0063636","actor","","[""Charlie Paget""]","Charlie Caine","","","actor","tt0243155,tt0179010,tt0275468,tt0111904"
"tt0611634","7","nm0151250","actress","","[""Sally Smith""]","Anna Chancellor","1965","","actress,sound_department,archive_footage","tt0286788,tt0371724,tt0109831,tt0098835"
"tt0611634","8","nm0111985","actor","","[""Jacko Lever""]","Freddie Brooks","","","actor","tt0103312,tt0426663,tt0093913,tt0094520"
"tt0611634","9","nm0193663","actress","","[""Joyce Garrett""]","Sorcha Cusack","1949","","actress,soundtrack,archive_footage","tt0208092,tt2215842,tt0053494,tt0207892"
"tt0611634","10","nm0206391","actress","","[""Gwen Morse""]","Edwina Day","1922","1996","actress","tt0094525,tt0092379,tt2158111,tt0115976"
"tt0611635","1","nm0857177","actor","","[""Chief Inspector Morse""]","John Thaw","1942","2002","actor,producer,archive_footage","tt0092379,tt0103939,tt0076788,tt0078351"
"tt0611635","2","nm0923610","actor","","[""Detective Sergeant Lewis""]","Kevin Whately","1951","","actor,soundtrack,archive_footage","tt0092379,tt0874608,tt0116209,tt0178159"
"tt0611635","3","nm0641375","actor","","[""Telecom Engineer""]","Brendan O'Hea","","","actor,archive_footage","tt0830515,tt0795368,tt0127536,tt3900116"
"tt0611635","4","nm0354069","actor","","[""Peter Rhodes""]","David Haig","1955","","actor,writer,producer","tt0851430,tt0313737,tt4136084,tt0109831"
"tt0611635","5","nm0849710","actress","","[""Nurse Rogers""]","Susan Jane Tanner","","","actress,soundtrack","tt0095530,tt1754109,tt0173714,tt0283534"
"tt0611635","6","nm0907813","actor","","[""Henry Fallon""]","James Walker","1940","2016","actor,miscellaneous","tt0087803,tt3149038,tt0092965,tt0117991"
"tt0611635","7","nm1469297","actor","","[""Duty Constable""]","Martyn Waites","","","actor","tt0092379,tt0115289,tt0098913,tt0274246"
"tt0611635","8","nm0186030","actor","","[""Desk Sergeant""]","Thomas Craig","1962","","actor,soundtrack,archive_footage","tt1091909,tt0053494,tt0092379,tt0101165"
"tt0611635","9","nm0296563","actor","","[""Photographer""]","Roger Frost","1948","","actor","tt0780653,tt0258463,tt0081633,tt0125439"
"tt0611635","10","nm0335451","actor","","[""McGregor""]","James Grant","1936","","actor","tt0103873,tt0390759,tt0093776,tt0287276"
"tt0611636","1","nm0857177","actor","","[""Chief Inspector Morse""]","John Thaw","1942","2002","actor,producer,archive_footage","tt0092379,tt0103939,tt0076788,tt0078351"
"tt0611636","2","nm0923610","actor","","[""Detective Sergeant Lewis""]","Kevin Whately","1951","","actor,soundtrack,archive_footage","tt0092379,tt0874608,tt0116209,tt0178159"
"tt0611636","3","nm0823355","actress","","[""Jane Folley""]","Carol Starks","","","actress,archive_footage","tt0113403,tt0107423,tt1166893,tt0118312"
"tt0611636","4","nm0244321","actor","","[""John Brewster""]","Jason Durr","1967","","actor,soundtrack,archive_footage","tt0101114,tt0820333,tt0096555,tt2622988"
"tt0611636","5","nm0840531","actress","","[""Dr. Claire Brewster""]","Janet Suzman","1939","","actress,director,miscellaneous","tt0067483,tt0068450,tt0090521,tt0175447"
"tt0611636","6","nm0654442","actor","","[""Dr. Mathew Brewster""]","Richard Owens","1931","2015","actor","tt0054518,tt0077052,tt0441950,tt0058803"
"tt0611636","7","nm0680496","actor","","[""Card Player""]","Jestyn Phillips","","","actor","tt0107943,tt0969784,tt0094525,tt0096716"
"tt0611636","8","nm0561642","actor","","[""Policeman""]","Adam Maxwell","1960","","actor","tt0481436,tt0084987,tt0232632,tt0092379"
"tt0611636","9","nm0573862","actor","","[""Pathologist""]","Ian McNeice","1950","","actor,soundtrack,archive_footage","tt0112281,tt0408381,tt0436992,tt0142032"
"tt0611636","10","nm0841723","actor","","[""Mark Felsham""]","Robert Swann","1945","2006","actor,archive_footage","tt0063850,tt0110428,tt0075476,tt0089991"
"tt0611637","1","nm0857177","actor","","[""Chief Inspector Morse""]","John Thaw","1942","2002","actor,producer,archive_footage","tt0092379,tt0103939,tt0076788,tt0078351"
"tt0611637","2","nm0923610","actor","","[""Detective Sergeant Lewis""]","Kevin Whately","1951","","actor,soundtrack,archive_footage","tt0092379,tt0874608,tt0116209,tt0178159"
"tt0611637","3","nm0568907","actor","","[""Geoffrey Owens""]","Mark McGann","1961","","actor,director,writer","tt7126884,tt0272839,tt0098954,tt0096647"
"tt0611637","4","nm1133855","actress","","[""Rachel James""]","Julia Dalkin","1973","","actress","tt0108967,tt0088512,tt0184122,tt0337792"
"tt0611637","5","nm0517182","actress","","[""Adele Cecil""]","Judy Loe","1947","2025","actress","tt1727770,tt0085959,tt0172058,tt0094548"
"tt0611637","6","nm0276051","actress","","[""Mrs. Adams""]","Susan Field","1932","2005","actress,archive_footage","tt0109836,tt0120631,tt0072608,tt0076987"
"tt0611637","7","nm0343942","actor","","[""Chief Superintendent Strange""]","James Grout","1927","2012","actor,archive_footage","tt0096656,tt0092379,tt0076990,tt0179060"
"tt0611637","8","nm0391600","actress","","[""Dr. Laura Hobson""]","Clare Holman","1964","","actress,director,writer","tt0450259,tt0102288,tt0900387,tt0874608"
"tt0611637","9","nm0019885","actor","","[""Denis Cornford""]","Roger Allam","1953","","actor,producer,soundtrack","tt0434409,tt0811080,tt0460989,tt1298650"
"tt0611637","10","nm0151955","actress","","[""Shelly Cornford""]","Holley Chant","","","actress,miscellaneous,editorial_department","tt0119081,tt0115986,tt0276919,tt0131537"
"tt0611638","1","nm0857177","actor","","[""Chief Inspector Morse""]","John Thaw","1942","2002","actor,producer,archive_footage","tt0092379,tt0103939,tt0076788,tt0078351"
"tt0611638","2","nm0923610","actor","","[""Detective Sergeant Lewis""]","Kevin Whately","1951","","actor,soundtrack,archive_footage","tt0092379,tt0874608,tt0116209,tt0178159"
"tt0611638","3","nm0385163","actress","","[""Dr. Grayling Russell - Pathologist""]","Amanda Hillwood","1957","","actress","tt0099423,tt0090541,tt0092379,tt0272411"
"tt0611638","4","nm0736178","actor","","[""Roland Marshall""]","Norman Rodway","1929","2001","actor,archive_footage","tt0059012,tt0116192,tt0163476,tt0085077"
"tt0611638","5","nm0560864","actress","","[""Kate Donn""]","Sharon Maughan","1950","","actress,producer,miscellaneous","tt0200465,tt0815236,tt2669336,tt4045444"
"tt0611638","6","nm0557292","actor","","[""Anthony Donn""]","Daniel Massey","1933","1998","actor,soundtrack","tt0063642,tt0083284,tt0098260,tt0107207"
"tt0611638","7","nm0095388","actress","","[""Philippa Foster""]","Jane Booker","1956","","actress,archive_footage","tt0308644,tt0092425,tt0103424,tt0118401"
"tt0611638","8","nm0378237","actor","","[""Vince Cranston""]","Nicky Henson","1945","2019","actor,archive_footage","tt0365737,tt1297919,tt0076475,tt0383694"
"tt0611638","9","nm0697799","actor","","[""Barker""]","Bryan Pringle","1935","2002","actor,soundtrack,archive_footage","tt0088846,tt0091178,tt0120731,tt0066858"
"tt0611638","10","nm0066644","actor","","[""Peter Foster""]","Geoffrey Beevers","1941","","actor,writer,archive_footage","tt0800320,tt0482546,tt3569230,tt0084865"
"tt0611639","1","nm0857177","actor","","[""Chief Inspector Morse""]","John Thaw","1942","2002","actor,producer,archive_footage","tt0092379,tt0103939,tt0076788,tt0078351"
"tt0611639","2","nm0923610","actor","","[""Detective Sergeant Lewis""]","Kevin Whately","1951","","actor,soundtrack,archive_footage","tt0092379,tt0874608,tt0116209,tt0178159"
"tt0611639","3","nm0485401","actress","","[""Jackie Thorn""]","Julia Lane","","","actress","tt0092379,tt0301494,tt0108072,tt0292186"
"tt0611639","4","nm0950987","actor","","[""George""]","Tariq Yunus","1946","1994","actor,writer,music_department","tt0090542,tt0096535,tt1126316,tt0249986"
"tt0611639","5","nm0937540","actress","","[""Angie Howe""]","Tessa Wojtczak","1958","","actress","tt0092379,tt0200358,tt0099231,tt0093913"
"tt0611639","6","nm0538869","actor","","[""Jeremy Boynton""]","Patrick Malahide","1945","","actor,writer,producer","tt0143145,tt0116908,tt0090521,tt0120873"
"tt0611639","7","nm0404711","actor","","[""Detective Constable Dearden""]","Richard Huw","","","actor","tt0457495,tt0108207,tt0111902,tt0358336"
"tt0611639","8","nm0039185","actor","","[""Detective""]","Al Ashton","1957","2007","actor,writer,director","tt0120631,tt0172495,tt1049304,tt0120681"
"tt0611639","9","nm0107625","actor","","[""Detective""]","Will Brenton","1962","","producer,writer,director","tt0289832,tt0053494,tt3377030,tt0455888"
"tt0611639","10","nm0421010","actor","","[""Detective""]","Chris Jenkinson","","","actor","tt0097576,tt0082351,tt0206501,tt0169489"
"tt0611640","1","nm0857177","actor","","[""Chief Inspector Morse""]","John Thaw","1942","2002","actor,producer,archive_footage","tt0092379,tt0103939,tt0076788,tt0078351"
"tt0611640","2","nm0923610","actor","","[""Detective Sergeant Lewis""]","Kevin Whately","1951","","actor,soundtrack,archive_footage","tt0092379,tt0874608,tt0116209,tt0178159"
"tt0611640","3","nm0219062","actor","","[""Lance Mandeville""]","Maurice Denham","1909","2002","actor,archive_footage","tt0069947,tt0047834,tt0060094,tt0067483"
"tt0611640","4","nm0304564","actor","","[""Geoffrey Boyd""]","David Gant","1942","","actor,visual_effects,miscellaneous","tt0112573,tt0088846,tt0151137,tt0169102"
"tt0611640","5","nm0308705","actor","","[""Desmond Kelly""]","Julian Gartside","","","actor","tt0097499,tt0324342,tt0094525,tt0092379"
"tt0611640","6","nm0753092","actress","","[""Dinah Newberry""]","Caroline Ryder","","","actress,producer","tt2389162,tt0092379,tt0297625,tt0396975"
"tt0611640","7","nm0910738","actress","","[""Emma Pickford""]","Zoë Wanamaker","1948","","actress,archive_footage","tt0257315,tt1655420,tt0241527,tt0098898"
"tt0611640","8","nm0642239","actress","","[""Hilary Dobson""]","Maggie O'Neill","1962","","actress,soundtrack","tt0095243,tt0157224,tt0091538,tt0105691"
"tt0611640","9","nm0139452","actress","","[""Victoria Hazlett""]","Sarah Carpenter","","","actress","tt0335126,tt0111518,tt0092379,tt0297625"
"tt0611640","10","nm0104807","actress","","[""Nadine Stacey""]","Una Brandon-Jones","1916","2010","actress","tt0094336,tt0103939,tt0075472,tt0074409"
"tt0611641","1","nm0857177","actor","","[""Chief Inspector Morse""]","John Thaw","1942","2002","actor,producer,archive_footage","tt0092379,tt0103939,tt0076788,tt0078351"
"tt0611641","2","nm0923610","actor","","[""Detective Sergeant Lewis""]","Kevin Whately","1951","","actor,soundtrack,archive_footage","tt0092379,tt0874608,tt0116209,tt0178159"
"tt0611641","3","nm0385163","actress","","[""Dr. Grayling Russell""]","Amanda Hillwood","1957","","actress","tt0099423,tt0090541,tt0092379,tt0272411"
"tt0611641","4","nm0388092","actress","","[""Lady Hanbury""]","Patricia Hodge","1946","","actress,miscellaneous,writer","tt0080678,tt1533435,tt0315579,tt1209332"
"tt0611641","5","nm0741317","actor","","[""Dr. Charles Hudson""]","Clifford Rose","1929","2021","actor,archive_footage","tt1298650,tt1007029,tt0075579,tt0071270"
"tt0611641","6","nm0515926","actor","","[""Professor Edward Ullman""]","Bernard Lloyd","1934","2018","actor,soundtrack,archive_footage","tt0962736,tt1648216,tt0216621,tt0220919"
"tt0611641","7","nm0324138","actor","","[""Sir Julius Hanbury""]","Michael Godley","1925","2024","actor","tt0118661,tt0083987,tt0094576,tt0275120"
"tt0611641","8","nm0859246","actor","","[""John McKendrick""]","Michael Thomas","1952","2019","actor","tt1131729,tt2674348,tt0259775,tt4156348"
"tt0611641","9","nm0126268","actress","","[""Mrs. Maltby""]","Patsy Byrne","1933","2014","actress,soundtrack,archive_footage","tt0119683,tt0212579,tt0092479,tt0297625"
"tt0611641","10","nm0111628","actress","","[""Michelle Réage""]","Irina Brook","1963","","actress,miscellaneous,director","tt0379567,tt0093935,tt0094545,tt0090233"
"tt0611642","1","nm0857177","actor","","[""Chief Inspector Morse""]","John Thaw","1942","2002","actor,producer,archive_footage","tt0092379,tt0103939,tt0076788,tt0078351"
"tt0611642","2","nm0923610","actor","","[""Detective Sergeant Lewis""]","Kevin Whately","1951","","actor,soundtrack,archive_footage","tt0092379,tt0874608,tt0116209,tt0178159"
"tt0611642","3","nm0371951","actor","","[""Digby Tuckerman""]","James Hazeldine","1947","2002","actor,director,miscellaneous","tt0084503,tt0078665,tt0123355,tt0770578"
"tt0611642","4","nm1527944","actor","","[""Nicos Capparis""]","Mike Kremastoules","","","actor","tt2774262,tt3780638,tt3375658,tt0092379"
"tt0611642","5","nm0548596","actor","","[""Mr Papas""]","Andreas Markos","","","actor","tt0290962,tt0111983,tt0958967,tt0163492"
"tt0611642","6","nm0915427","actress","","[""Mrs Papas""]","Eileen Way","1911","1994","actress,archive_footage","tt0052365,tt0053994,tt0103536,tt0056751"
"tt0611642","7","nm0367567","actress","","[""Friday Rees""]","Jan Harvey","1947","","actress,archive_footage","tt0183068,tt0111904,tt0088512,tt0134250"
"tt0611642","8","nm0390833","actor","","[""Young Husband - TV Interview""]","Stephen Holland","1966","","actor,editor,archive_footage","tt0097103,tt0213628,tt0299854,tt0105150"
"tt0611642","9","nm1469289","actress","","[""Young Wife - TV Interview""]","Edda Sharpe","","","actress,miscellaneous","tt2935476,tt1015572,tt0131679,tt0092379"
"tt0611642","10","nm0071925","actress","","[""Val Lewis""]","Maureen Bennett","","","actress","tt0081163,tt0086791,tt7947624,tt0815233"
"tt0611643","1","nm0857177","actor","","[""Chief Inspector Morse""]","John Thaw","1942","2002","actor,producer,archive_footage","tt0092379,tt0103939,tt0076788,tt0078351"
"tt0611643","2","nm0923610","actor","","[""Detective Sergeant Lewis""]","Kevin Whately","1951","","actor,soundtrack,archive_footage","tt0092379,tt0874608,tt0116209,tt0178159"
"tt0611643","3","nm0810058","actress","","[""Lorraine""]","Sukie Smith","1964","","actress,composer","tt0100944,tt0088512,tt0151568,tt2544074"
"tt0611643","4","nm0852438","actress","","[""Margaret Cliff""]","Gwen Taylor","1939","","actress,soundtrack,archive_footage","tt0079470,tt0077147,tt0096546,tt2158111"
"tt0611643","5","nm0167340","actor","","[""James Balcombe""]","Martin Clunes","1961","","actor,music_department,director","tt0408381,tt0138097,tt0101143,tt0195234"
