"tconst","ordering","nconst","category","job","characters","primaryName","birthYear","deathYear","primaryProfession","knownForTitles"
"tt14224488","10","nm0758760","actor","","[""Gerard King""]","Colin Salmon","1961","","actor,archive_footage","tt0120804,tt0370263,tt1571234,tt0450314"
"tt14469692","1","nm4221889","actor","","[""Gabriel Taylor""]","Jake Fairbrother","","","actor","tt1074638,tt2582576,tt1795370,tt3567666"
"tt14469692","2","nm0504593","actress","","[""Mia Taylor""]","Petra Letang","1979","","actress,producer,archive_footage","tt0088512,tt0184122,tt5328796,tt1888075"
"tt14469692","3","nm11691871","actress","","[""Clarissa Taylor""]","Karise Yansen","","","actress,writer","tt15475330,tt10698174,tt7439560,tt1888075"
"tt14469692","4","nm2907225","actress","","[""DS Florence Cassell""]","Joséphine Jobert","1985","","actress","tt7854356,tt1178181,tt11324982,tt1328968"
"tt14469692","5","nm0514644","actor","","[""DI Neville Parker""]","Ralf Little","1980","","actor,producer,writer","tt0129711,tt0274309,tt0278251,tt3620824"
"tt14469692","6","nm6279156","actor","","[""Officer Marlon Pryce""]","Tahj Miles","","","actor,soundtrack","tt1888075,tt5588484,tt16493232,tt21161156"
"tt14469692","7","nm6479258","actor","","[""Jason Clarke""]","Aron Julius","","","actor","tt7657566,tt1888075,tt0115355,tt1652216"
"tt14469692","8","nm0913116","actor","","[""Commissioner Selwyn Patterson""]","Don Warrington","1952","","actor,soundtrack,archive_footage","tt1888075,tt0116477,tt0433405,tt0770620"
"tt14469692","9","nm0099953","actress","","[""Catherine Bordey""]","Elizabeth Bourgine","1957","","actress,assistant_director,music_department","tt1888075,tt0086282,tt0188462,tt0086550"
"tt14469692","10","nm8893952","actress","","[""DS Naomi Thomas""]","Shantol Jackson","","","actress","tt1888075,tt5903926,tt5862902,tt21161156"
"tt1447349","1","nm0626719","actor","","[""DCI Tom Barnaby""]","John Nettles","1943","","actor,writer,soundtrack","tt0118401,tt0081831,tt0073981,tt0164260"
"tt1447349","2","nm0400673","actor","","[""DS Ben Jones""]","Jason Hughes","1971","","actor,producer,soundtrack","tt0118401,tt0115390,tt0250468,tt6835252"
"tt1447349","3","nm0943857","actress","","[""Joyce Barnaby""]","Jane Wymark","1952","","actress,soundtrack,archive_footage","tt0118401,tt0075560,tt0169416,tt0140728"
"tt1447349","4","nm0413289","actor","","[""Dr. George Bullard""]","Barry Jackson","1938","2013","actor,stunts,soundtrack","tt0360201,tt0072684,tt0118401,tt0373870"
"tt1447349","5","nm1415407","actress","","[""WDC Stephens""]","Kirsty Dillon","1976","","actress","tt0363521,tt2692904,tt0118401,tt0413172"
"tt1447349","6","nm0751085","actor","","[""Seth Comfort""]","Clive Russell","1945","","actor,soundtrack,archive_footage","tt0988045,tt0780653,tt0349683,tt0115288"
"tt1447349","7","nm0836146","actor","","[""Glen Jarvis""]","Neil Stuke","1967","","actor","tt0120148,tt0111976,tt0446057,tt4602768"
"tt1447349","8","nm3024691","actor","","[""Harry Fowler""]","Jack Walker","","","actor","tt0118401,tt1179258,tt1536053,tt5085832"
"tt1447349","9","nm0926368","actor","","[""Sir Malcolm Frazer""]","Benjamin Whitrow","1937","2017","actor,soundtrack,archive_footage","tt0120630,tt0112130,tt0120053,tt0475380"
"tt1447349","10","nm0205749","actor","","[""Nicky Frazer""]","Peter Davison","1951","","actor,music_department,director","tt0056751,tt0436992,tt3356268,tt0075472"
"tt1447350","1","nm0626719","actor","","[""DCI Tom Barnaby""]","John Nettles","1943","","actor,writer,soundtrack","tt0118401,tt0081831,tt0073981,tt0164260"
"tt1447350","2","nm0400673","actor","","[""DS Ben Jones""]","Jason Hughes","1971","","actor,producer,soundtrack","tt0118401,tt0115390,tt0250468,tt6835252"
"tt1447350","3","nm0943857","actress","","[""Joyce Barnaby""]","Jane Wymark","1952","","actress,soundtrack,archive_footage","tt0118401,tt0075560,tt0169416,tt0140728"
"tt1447350","4","nm0413289","actor","","[""Dr. George Bullard""]","Barry Jackson","1938","2013","actor,stunts,soundtrack","tt0360201,tt0072684,tt0118401,tt0373870"
"tt1447350","5","nm1415407","actress","","[""DC Gail Stephens""]","Kirsty Dillon","1976","","actress","tt0363521,tt2692904,tt0118401,tt0413172"
"tt1447350","6","nm0752379","actor","","[""Bob Moss""]","David Ryall","1935","2014","actor,soundtrack,archive_footage","tt0327437,tt1971325,tt0970411,tt0926084"
"tt1447350","7","nm0879239","actress","","[""Harriet Compton""]","Margaret Tyzack","1931","2011","actress,archive_footage","tt0066921,tt0062622,tt0416320,tt0065292"
"tt1447350","8","nm0086860","actress","","[""Hilary Compton""]","Caroline Blakiston","1933","","actress","tt0086190,tt0457513,tt0067805,tt2091298"
"tt1447350","9","nm0072725","actor","","[""Edward Palfrey""]","Paul Bentall","1948","","actor","tt0080745,tt1213663,tt0113071,tt1412386"
"tt1447350","10","nm1469236","actress","","[""Bernice""]","Olivia Colman","1974","","actress,producer,writer","tt5083738,tt1204340,tt9100054,tt3464902"
"tt1447351","1","nm0626719","actor","","[""DCI Tom Barnaby""]","John Nettles","1943","","actor,writer,soundtrack","tt0118401,tt0081831,tt0073981,tt0164260"
"tt1447351","2","nm0400673","actor","","[""DS Ben Jones""]","Jason Hughes","1971","","actor,producer,soundtrack","tt0118401,tt0115390,tt0250468,tt6835252"
"tt1447351","3","nm0943857","actress","","[""Joyce Barnaby""]","Jane Wymark","1952","","actress,soundtrack,archive_footage","tt0118401,tt0075560,tt0169416,tt0140728"
"tt1447351","4","nm0413289","actor","","[""Dr. George Bullard""]","Barry Jackson","1938","2013","actor,stunts,soundtrack","tt0360201,tt0072684,tt0118401,tt0373870"
"tt1447351","5","nm1415407","actress","","[""WPC Gail Stephens""]","Kirsty Dillon","1976","","actress","tt0363521,tt2692904,tt0118401,tt0413172"
"tt1447351","6","nm0278615","actress","","[""Felicity Law""]","Ann Firbank","1933","","actress,archive_footage","tt2527338,tt0084637,tt0087892,tt0166485"
"tt1447351","7","nm0051394","actor","","[""Anthony Prideaux""]","David Bamber","1954","","actor,soundtrack,archive_footage","tt0985699,tt0095302,tt0482546,tt0258463"
"tt1447351","8","nm0363117","actress","","[""Matilda Simms""]","Susannah Harker","1965","","actress,director,archive_footage","tt0098825,tt10022782,tt0097243,tt5334276"
"tt1447351","9","nm2167957","actor","","[""Graham Spate""]","Paul Anderson","1978","","actor","tt1515091,tt1313113,tt2614684,tt3569230"
"tt1447351","10","nm0298089","actor","","[""Alan Best""]","Christopher Fulford","1955","","actor","tt0457513,tt0424205,tt0160184,tt0093771"
"tt1447352","1","nm0626719","actor","","[""DCI Tom Barnaby""]","John Nettles","1943","","actor,writer,soundtrack","tt0118401,tt0081831,tt0073981,tt0164260"
"tt1447352","2","nm0400673","actor","","[""DS Ben Jones""]","Jason Hughes","1971","","actor,producer,soundtrack","tt0118401,tt0115390,tt0250468,tt6835252"
"tt1447352","3","nm0943857","actress","","[""Joyce Barnaby""]","Jane Wymark","1952","","actress,soundtrack,archive_footage","tt0118401,tt0075560,tt0169416,tt0140728"
"tt1447352","4","nm0413289","actor","","[""Dr. George Bullard""]","Barry Jackson","1938","2013","actor,stunts,soundtrack","tt0360201,tt0072684,tt0118401,tt0373870"
"tt1447352","5","nm1415407","actress","","[""DC Gail Stephens""]","Kirsty Dillon","1976","","actress","tt0363521,tt2692904,tt0118401,tt0413172"
"tt1447352","6","nm0791221","actor","","[""CC Richard Lovell""]","Paul Shelley","1942","","actor,director,cinematographer","tt0067372,tt0296314,tt0313121,tt0118401"
"tt1447352","7","nm0095388","actress","","[""Janet Lovell""]","Jane Booker","1956","","actress,archive_footage","tt0308644,tt0092425,tt0103424,tt0118401"
"tt1447352","8","nm0182688","actor","","[""Jack Filby""]","George Costigan","1947","","actor,writer,archive_footage","tt0337909,tt0094421,tt1212419,tt3428912"
"tt1447352","9","nm1716936","actor","","[""Rupert""]","Oliver Le Sueur","","","actor,miscellaneous","tt1230150,tt0368730,tt2015348,tt6890972"
"tt1447352","10","nm0752406","actress","","[""Martha Filby""]","Amanda Ryan","1971","","actress,soundtrack","tt0127536,tt0053494,tt0118401,tt0120532"
"tt1447353","1","nm0626719","actor","","[""DCI Tom Barnaby""]","John Nettles","1943","","actor,writer,soundtrack","tt0118401,tt0081831,tt0073981,tt0164260"
"tt1447353","2","nm0400673","actor","","[""DS Ben Jones""]","Jason Hughes","1971","","actor,producer,soundtrack","tt0118401,tt0115390,tt0250468,tt6835252"
"tt1447353","3","nm0943857","actress","","[""Joyce Barnaby""]","Jane Wymark","1952","","actress,soundtrack,archive_footage","tt0118401,tt0075560,tt0169416,tt0140728"
"tt1447353","4","nm0413289","actor","","[""Dr. George Bullard""]","Barry Jackson","1938","2013","actor,stunts,soundtrack","tt0360201,tt0072684,tt0118401,tt0373870"
"tt1447353","5","nm1415407","actress","","[""WPC Gail Stephens""]","Kirsty Dillon","1976","","actress","tt0363521,tt2692904,tt0118401,tt0413172"
"tt1447353","6","nm1219020","actress","","[""Becky Tunstall""]","Holly Gilbert","","","actress","tt1242499,tt0118401,tt1127767,tt4887514"
"tt1447353","7","nm3147102","actor","","[""Darren Fountain""]","Jamie Belman","1985","","actor","tt0118401,tt1172206,tt0068069,tt1156098"
"tt1447353","8","nm1739987","actor","","[""Colin Fountain""]","Luke Neal","","","writer,producer,actor","tt11656892,tt2527336,tt23806552"
"tt1447353","9","nm0647316","actress","","[""Eileen Fountain""]","Maggie Ollerenshaw","1949","","actress,archive_footage","tt0074036,tt1568911,tt0118401,tt0090477"
"tt1447353","10","nm0206530","actor","","[""Martin Crisp""]","Nicholas Day","","","actor","tt0780653,tt0454776,tt0321897,tt0122579"
"tt1447354","1","nm0626719","actor","","[""DCI Tom Barnaby""]","John Nettles","1943","","actor,writer,soundtrack","tt0118401,tt0081831,tt0073981,tt0164260"
"tt1447354","2","nm0400673","actor","","[""DS Ben Jones""]","Jason Hughes","1971","","actor,producer,soundtrack","tt0118401,tt0115390,tt0250468,tt6835252"
"tt1447354","3","nm0943857","actress","","[""Joyce Barnaby""]","Jane Wymark","1952","","actress,soundtrack,archive_footage","tt0118401,tt0075560,tt0169416,tt0140728"
"tt1447354","4","nm0397452","actress","","[""Cully Barnaby""]","Laura Howard","1977","","actress,soundtrack,archive_footage","tt0118401,tt0103552,tt10466872,tt0116230"
"tt1447354","5","nm0413289","actor","","[""Dr. George Bullard""]","Barry Jackson","1938","2013","actor,stunts,soundtrack","tt0360201,tt0072684,tt0118401,tt0373870"
"tt1447354","6","nm1415407","actress","","[""DC Gail Stephens""]","Kirsty Dillon","1976","","actress","tt0363521,tt2692904,tt0118401,tt0413172"
"tt1447354","7","nm0786865","actor","","[""Norman Wayland-Smith""]","Shaughan Seymour","1949","","actor","tt0780516,tt0314331,tt0215407,tt0215364"
"tt1447354","8","nm0413946","actor","","[""Daniel Snape""]","Philip Jackson","1948","","actor,soundtrack,archive_footage","tt0115744,tt1924396,tt0079871,tt1655420"
"tt1447354","9","nm3610501","actress","","[""Emily Harte""]","Josie Taylor","1983","","actress","tt3312830,tt1486190,tt0436992,tt3163224"
"tt1447354","10","nm0926205","actor","","[""Clinton Finn""]","Nigel Whitmey","","","actor,writer","tt7660730,tt2140507,tt4192998,tt1856047"
"tt1447355","1","nm0626719","actor","","[""DCI Tom Barnaby""]","John Nettles","1943","","actor,writer,soundtrack","tt0118401,tt0081831,tt0073981,tt0164260"
"tt1447355","2","nm0400673","actor","","[""DS Ben Jones""]","Jason Hughes","1971","","actor,producer,soundtrack","tt0118401,tt0115390,tt0250468,tt6835252"
"tt1447355","3","nm0943857","actress","","[""Joyce Barnaby""]","Jane Wymark","1952","","actress,soundtrack,archive_footage","tt0118401,tt0075560,tt0169416,tt0140728"
"tt1447355","4","nm0413289","actor","","[""Dr. George Bullard""]","Barry Jackson","1938","2013","actor,stunts,soundtrack","tt0360201,tt0072684,tt0118401,tt0373870"
"tt1447355","5","nm1415407","actress","","[""DC Gail Stephens""]","Kirsty Dillon","1976","","actress","tt0363521,tt2692904,tt0118401,tt0413172"
"tt1447355","6","nm0140943","actress","","[""Connie Bishop""]","Nancy Carroll","1974","","actress,soundtrack,archive_footage","tt14728056,tt2215842,tt4786824,tt15122138"
"tt1447355","7","nm1584487","actor","","[""Justin Hooper""]","Bertie Carvel","1977","","actor,director,producer","tt13430420,tt10095582,tt4602768,tt2548418"
"tt1447355","8","nm0227971","actress","","[""Mrs Stroud""]","Paola Dionisotti","1946","","actress,soundtrack,archive_footage","tt0087756,tt0119683,tt4136084,tt0944947"
"tt1447355","9","nm0230826","actress","","[""Imogen Stroud""]","Monica Dolan","1969","","actress,soundtrack","tt2057392,tt3169706,tt2023690,tt3294200"
"tt1447355","10","nm0443373","actor","","[""Laurence Mann""]","Paul Kaye","1965","","actor,writer,composer","tt9698480,tt0944947,tt6835252"
"tt1462262","1","nm0626719","actor","","[""DCI Tom Barnaby""]","John Nettles","1943","","actor,writer,soundtrack","tt0118401,tt0081831,tt0073981,tt0164260"
"tt1462262","2","nm0400673","actor","","[""DS Ben Jones""]","Jason Hughes","1971","","actor,producer,soundtrack","tt0118401,tt0115390,tt0250468,tt6835252"
"tt1462262","3","nm0943857","actress","","[""Joyce Barnaby""]","Jane Wymark","1952","","actress,soundtrack,archive_footage","tt0118401,tt0075560,tt0169416,tt0140728"
"tt1462262","4","nm0413289","actor","","[""Dr. George Bullard""]","Barry Jackson","1938","2013","actor,stunts,soundtrack","tt0360201,tt0072684,tt0118401,tt0373870"
"tt1462262","5","nm0064169","actress","","[""Sonia Woodley""]","Maureen Beattie","1953","","actress","tt1657299,tt3006802,tt0088621,tt0096555"
"tt1462262","6","nm0107857","actor","","[""Matthew Woodley""]","Philip Bretherton","1955","","actor,archive_footage","tt1837703,tt0105943,tt0053494,tt0302103"
"tt1462262","7","nm0203801","actor","","[""Luke Woodley""]","Karl Davies","1982","","actor,producer,archive_footage","tt3428912,tt7366338,tt0944947,tt12879632"
"tt1462262","8","nm3250161","actress","","[""Beatrice Daniels""]","Sonya Cassidy","1987","","actress","tt3247714,tt1837703,tt1693592,tt2701582"
"tt1462262","9","nm0179549","actor","","[""Morris Bingham""]","Richard Cordery","1950","","actor,archive_footage","tt2194499,tt7549996,tt1707386,tt3750872"
"tt1462262","10","nm0928134","actor","","[""Edward Milton""]","James Wilby","1958","","actor,soundtrack,archive_footage","tt0093512,tt0280707,tt0095274,tt0104454"
"tt1469103","1","nm0035605","actor","","[""Brian Lane""]","Alun Armstrong","1946","","actor,soundtrack,archive_footage","tt0209163,tt0085811,tt0338526,tt0162661"
"tt1469103","2","nm0092639","actor","","[""Jack Halford""]","James Bolam","1935","","actor,miscellaneous,soundtrack","tt0074799,tt0074072,tt0056194,tt0084509"
"tt1469103","3","nm0714985","actress","","[""Det.Supt.Sandra Pullman""]","Amanda Redman","1957","","actress,miscellaneous,soundtrack","tt0203119,tt0362357,tt0282744,tt0231012"
"tt1469103","4","nm0913993","actor","","[""Gerry Standing""]","Dennis Waterman","1948","2022","actor,music_department,miscellaneous","tt0362357,tt0078351,tt0076788,tt0098881"
"tt1469103","5","nm0129882","actor","","[""D.A.C.Strickland""]","Anthony Calf","1959","","actor,soundtrack,archive_footage","tt0110428,tt0084984,tt15083184,tt0787524"
"tt1469103","6","nm0417075","actress","","[""Esther Lane""]","Susan Jameson","1941","","actress,soundtrack,archive_footage","tt0080298,tt0063962,tt0323912,tt0065349"
"tt1469103","7","nm0934014","actor","","[""Father Bernard""]","Richard Wilson","1936","","actor,director,miscellaneous","tt0098882,tt0120483,tt0087892,tt0377981"
"tt1469103","8","nm0832695","actor","","[""Brother Raymond""]","Malcolm Storry","1948","","actor,archive_footage","tt0093779,tt0120483,tt0104691,tt0083943"
"tt1469103","9","nm0796594","actor","","[""Brother Mark""]","Nicholas Sidi","1966","","actor,producer,archive_footage","tt4686844,tt0479997,tt0966151,tt0337792"
"tt1469103","10","nm0584315","actor","","[""Neil Barclay""]","David Michaels","1964","","actor,archive_footage","tt1684233,tt0120483,tt0105943,tt0101114"
"tt14700520","1","nm3058054","actress","","[""Elodie Docherty""]","Caoimhe O'Malley","","","actress","tt7768192,tt4244994,tt2710394,tt11659140"
"tt14700520","2","nm0203563","actor","","[""George Gillian""]","Alan Davies","1966","","actor,writer,producer","tt0118363,tt0963743,tt0254284,tt0185814"
"tt14700520","3","nm4823334","actress","","[""DCI Lauren McDonald""]","Tala Gouveia","","","actress","tt10720914,tt9584972,tt5883124,tt0168596"
"tt14700520","4","nm2202033","actor","","[""DC Samuel Goldie""]","Charlie Jones","1996","","actor,archive_footage","tt0088512,tt10720914,tt8098956,tt7736496"
"tt14700520","5","nm0014773","actress","","[""Paula Monksford""]","Holly Aird","1969","","actress,producer,soundtrack","tt0259733,tt0475380,tt0119114,tt0103927"
"tt14700520","6","nm0914327","actor","","[""DS Dodds""]","Jason Watkins","1966","","actor,soundtrack,archive_footage","tt4786824,tt11656892,tt3429354,tt10720914"
"tt14700520","7","nm6638468","actor","","[""DC Martin Malik""]","Danyal Ismail","","","actor","tt29081720,tt11687002,tt14772170,tt1693592"
"tt14700520","8","nm2166805","actor","","[""James Langmere""]","Gabriel Bisset-Smith","","","actor,writer,producer","tt4599540,tt15083184,tt1646166,tt17351924"
"tt14700520","9","nm9466365","actress","","[""DC Milena Paciorkowski""]","Lily Sacofsky","","","actress","tt6712476,tt10720914,tt8685324,tt13430420"
"tt14700520","10","nm0804218","actress","","[""CS Mary Ormond""]","Claire Skinner","1964","","actress,soundtrack,archive_footage","tt0100024,tt0107653,tt0243155,tt0162661"
"tt14700522","1","nm0001524","actor","","[""Archie Addington""]","Paul McGann","1959","","actor,director,soundtrack","tt0108333,tt0103644,tt0094336,tt0238546"
"tt14700522","2","nm0079651","actress","","[""Loz Addington""]","Daisy Bevan","1992","","actress","tt30406366,tt4604612,tt1976000,tt1585275"
"tt14700522","3","nm8720005","actor","","[""Marco Capone""]","Paul Forman","1994","","actor","tt8962124,tt30005404,tt31433814,tt13427680"
"tt14700522","4","nm2679848","actor","","[""Gabriel George""]","Bluey Robinson","","","actor,composer,soundtrack","tt7334342,tt5932548,tt5697572,tt14868420"
"tt14700522","5","nm2717849","actor","","[""Philip Henry""]","Ben Batt","1986","","actor,archive_footage","tt0458339,tt1843678,tt2394340,tt1706470"
"tt14700522","6","nm2717849","actor","","[""DCI Ethan Fletcher""]","Ben Batt","1986","","actor,archive_footage","tt0458339,tt1843678,tt2394340,tt1706470"
"tt14700522","7","nm0282054","actor","","[""Donovan Janaway""]","Kelvin Fletcher","1984","","actor,archive_footage","tt0068069,tt7622584,tt0324723,tt1888075"
"tt14700522","8","nm11707211","actor","","[""Lenny Addington""]","Bill Skinner","","","actor,director,writer","tt30781752,tt10986410,tt24458622,tt10720914"
"tt14700522","9","nm5632333","actor","","[""Jules Grove""]","John Omole","","","actor,producer","tt21440720,tt10720914,tt8005176,tt14906708"
"tt14700522","10","nm0914327","actor","","[""DS Dodds""]","Jason Watkins","1966","","actor,soundtrack,archive_footage","tt4786824,tt11656892,tt3429354,tt10720914"
"tt14700522","11","nm4823334","actress","","[""DCI Lauren McDonald""]","Tala Gouveia","","","actress","tt10720914,tt9584972,tt5883124,tt0168596"
"tt14700526","1","nm2976920","actor","","[""Martin Silver""]","Max Bennett","1984","","actor,archive_footage","tt8367814,tt5875444,tt26765082,tt3636060"
"tt14700526","2","nm2228294","actor","","[""Father Luton""]","Gerran Howell","1991","","actor","tt31938062,tt27846061,tt5056196,tt8579674"
"tt14700526","3","nm2202033","actor","","[""DC Samuel Goldie""]","Charlie Jones","1996","","actor,archive_footage","tt0088512,tt10720914,tt8098956,tt7736496"
"tt14700526","4","nm9466365","actress","","[""DC Milena Paciorkowski""]","Lily Sacofsky","","","actress","tt6712476,tt10720914,tt8685324,tt13430420"
"tt14700526","5","nm4823334","actress","","[""DCI Lauren McDonald""]","Tala Gouveia","","","actress","tt10720914,tt9584972,tt5883124,tt0168596"
"tt14700526","6","nm0914327","actor","","[""DS Dodds""]","Jason Watkins","1966","","actor,soundtrack,archive_footage","tt4786824,tt11656892,tt3429354,tt10720914"
"tt14700526","7","nm6638468","actor","","[""DC Martin Malik""]","Danyal Ismail","","","actor","tt29081720,tt11687002,tt14772170,tt1693592"
"tt14700526","8","nm0703522","actor","","[""Hector Ingham""]","Pearce Quigley","","","actor,miscellaneous","tt1023114,tt1182350,tt1212419,tt0366777"
"tt14700526","9","nm0804218","actress","","[""CS Mary Ormond""]","Claire Skinner","1964","","actress,soundtrack,archive_footage","tt0100024,tt0107653,tt0243155,tt0162661"
"tt14700526","10","nm0725951","actress","","[""Maeve Gibney""]","Joanna Riding","1967","","actress,soundtrack","tt2180411,tt0118401,tt10720914,tt0103536"
"tt1478652","1","nm0035605","actor","","[""Brian Lane""]","Alun Armstrong","1946","","actor,soundtrack,archive_footage","tt0209163,tt0085811,tt0338526,tt0162661"
"tt1478652","2","nm0092639","actor","","[""Jack Halford""]","James Bolam","1935","","actor,miscellaneous,soundtrack","tt0074799,tt0074072,tt0056194,tt0084509"
"tt1478652","3","nm0714985","actress","","[""Det.Supt.Sandra Pullman""]","Amanda Redman","1957","","actress,miscellaneous,soundtrack","tt0203119,tt0362357,tt0282744,tt0231012"
"tt1478652","4","nm0913993","actor","","[""Gerry Standing""]","Dennis Waterman","1948","2022","actor,music_department,miscellaneous","tt0362357,tt0078351,tt0076788,tt0098881"
"tt1478652","5","nm0053392","actress","","[""Cheryl Brooker""]","Glynis Barber","1955","","actress,archive_footage","tt2058673,tt0076987,tt0086582,tt0088503"
"tt1478652","6","nm0144237","actress","","[""Susannah Morton""]","Raquel Cassidy","1968","","actress,archive_footage","tt6398184,tt1606375,tt0280330,tt5431890"
"tt1478652","7","nm0931247","actor","","[""David Beaumont""]","Mark Williams","1959","","actor,writer,visual_effects","tt0330373,tt0115433,tt0138097,tt0417741"
"tt1478652","8","nm0723580","actor","","[""Terry Thaxted""]","Mark Rice-Oxley","1980","","actor,sound_department,archive_footage","tt2678354,tt0088512,tt0475047,tt1339598"
"tt1478652","9","nm0484678","actor","","[""Leonard Kuziak""]","Michael Landes","","","actor,producer,archive_footage","tt11083696,tt13111040,tt5663062,tt0309593"
"tt1478652","10","nm0104787","actor","","[""Col. Charles Norton""]","Michael Brandon","1945","","actor,director,miscellaneous","tt1582350,tt0458339,tt0066735,tt3305096"
"tt1482683","1","nm0035605","actor","","[""Brian Lane""]","Alun Armstrong","1946","","actor,soundtrack,archive_footage","tt0209163,tt0085811,tt0338526,tt0162661"
"tt1482683","2","nm0092639","actor","","[""Jack Halford""]","James Bolam","1935","","actor,miscellaneous,soundtrack","tt0074799,tt0074072,tt0056194,tt0084509"
"tt1482683","3","nm0714985","actress","","[""Det.Supt.Sandra Pullman""]","Amanda Redman","1957","","actress,miscellaneous,soundtrack","tt0203119,tt0362357,tt0282744,tt0231012"
"tt1482683","4","nm0913993","actor","","[""Gerry Standing""]","Dennis Waterman","1948","2022","actor,music_department,miscellaneous","tt0362357,tt0078351,tt0076788,tt0098881"
"tt1482683","5","nm0417075","actress","","[""Esther Lane""]","Susan Jameson","1941","","actress,soundtrack,archive_footage","tt0080298,tt0063962,tt0323912,tt0065349"
"tt1482683","6","nm0922335","actor","","[""David Fleeting""]","Samuel West","1966","","actor,sound_department,soundtrack","tt0338526,tt0104454,tt0125439,tt4555426"
"tt1482683","7","nm0121090","actor","","[""DI Patrick Petfield""]","Ian Burfield","1964","","actor,writer","tt0434409,tt0963178,tt3014866,tt0155436"
"tt1482683","8","nm0064584","actress","","[""Sarah Chancellor""]","Daisy Beaumont","1974","","actress,writer","tt0143145,tt2240991,tt0300471,tt0319531"
"tt1482683","9","nm2283244","actor","","[""Tomas""]","Marek Oravec","1983","","actor,miscellaneous","tt0458339,tt2713180,tt1289403,tt1995390"
"tt1482683","10","nm0219465","actor","","[""Tony Granville""]","Hugh Dennis","1962","","actor,writer,producer","tt0233084,tt2382320,tt0463827,tt5687612"
"tt1484475","1","nm0626719","actor","","[""DCI Tom Barnaby""]","John Nettles","1943","","actor,writer,soundtrack","tt0118401,tt0081831,tt0073981,tt0164260"
"tt1484475","2","nm0400673","actor","","[""DS Ben Jones""]","Jason Hughes","1971","","actor,producer,soundtrack","tt0118401,tt0115390,tt0250468,tt6835252"
"tt1484475","3","nm0943857","actress","","[""Joyce Barnaby""]","Jane Wymark","1952","","actress,soundtrack,archive_footage","tt0118401,tt0075560,tt0169416,tt0140728"
"tt1484475","4","nm0413289","actor","","[""Dr. George Bullard""]","Barry Jackson","1938","2013","actor,stunts,soundtrack","tt0360201,tt0072684,tt0118401,tt0373870"
"tt1484475","5","nm1415407","actress","","[""DC Gail Stephens""]","Kirsty Dillon","1976","","actress","tt0363521,tt2692904,tt0118401,tt0413172"
"tt1484475","6","nm0169982","actress","","[""Jenny Russell""]","Lucy Cohu","1968","","actress,archive_footage","tt0280707,tt0416508,tt0464165,tt1687901"
"tt1484475","7","nm2413324","actress","","[""Lucy Terry""]","Rosina Carbone","","","actress","tt1332150,tt7573024,tt14364876,tt0053494"
"tt1484475","8","nm0863059","actor","","[""Trent Terry""]","Darren Tighe","1973","","actor,director","tt0274309,tt0337792,tt0253126,tt0757126"
"tt1484475","9","nm0570570","actor","","[""Hugh Dalgleish""]","Tim McInnerny","1956","","actor,soundtrack,archive_footage","tt0125439,tt0944947,tt9218128,tt16283804"
"tt1484475","10","nm0840531","actress","","[""Lady Matilda William""]","Janet Suzman","1939","","actress,director,miscellaneous","tt0067483,tt0068450,tt0090521,tt0175447"
"tt1486378","1","nm0035605","actor","","[""Brian Lane""]","Alun Armstrong","1946","","actor,soundtrack,archive_footage","tt0209163,tt0085811,tt0338526,tt0162661"
"tt1486378","2","nm0092639","actor","","[""Jack Halford""]","James Bolam","1935","","actor,miscellaneous,soundtrack","tt0074799,tt0074072,tt0056194,tt0084509"
"tt1486378","3","nm0714985","actress","","[""Det.Supt.Sandra Pullman""]","Amanda Redman","1957","","actress,miscellaneous,soundtrack","tt0203119,tt0362357,tt0282744,tt0231012"
"tt1486378","4","nm0913993","actor","","[""Gerry Standing""]","Dennis Waterman","1948","2022","actor,music_department,miscellaneous","tt0362357,tt0078351,tt0076788,tt0098881"
"tt1486378","5","nm0129882","actor","","[""D.A.C.Strickland""]","Anthony Calf","1959","","actor,soundtrack,archive_footage","tt0110428,tt0084984,tt15083184,tt0787524"
"tt1486378","6","nm0417075","actress","","[""Esther Lane""]","Susan Jameson","1941","","actress,soundtrack,archive_footage","tt0080298,tt0063962,tt0323912,tt0065349"
"tt1486378","7","nm3560260","actress","","[""Young Eva Roderick""]","Emily Tierney","","","actress,archive_footage","tt3371366,tt0401729,tt6911608,tt0362357"
"tt1486378","8","nm0870199","actor","","[""Don Maddox""]","Stanley Townsend","1961","","actor,soundtrack,archive_footage","tt2140507,tt0375920,tt1045670,tt1216475"
"tt1486378","9","nm0835916","actress","","[""Lotte Davenport""]","Imogen Stubbs","1961","","actress,archive_footage","tt0114388,tt0097289,tt0117991,tt0820333"
"tt1486378","10","nm0598636","actress","","[""Neighbour""]","Heidi Monsen","","","actress","tt0137346,tt0840196,tt0111904,tt0382382"
"tt1487543","1","nm0035605","actor","","[""Brian Lane""]","Alun Armstrong","1946","","actor,soundtrack,archive_footage","tt0209163,tt0085811,tt0338526,tt0162661"
"tt1487543","2","nm0092639","actor","","[""Jack Halford""]","James Bolam","1935","","actor,miscellaneous,soundtrack","tt0074799,tt0074072,tt0056194,tt0084509"
"tt1487543","3","nm0714985","actress","","[""Det. Supt. Sandra Pullman""]","Amanda Redman","1957","","actress,miscellaneous,soundtrack","tt0203119,tt0362357,tt0282744,tt0231012"
