"tconst","ordering","nconst","category","job","characters","primaryName","birthYear","deathYear","primaryProfession","knownForTitles","castType"
"tt0647501","725","nm0444617","actor","","[""Preaching Pete Kubatski""]","Will Keen","1970","","acting","","guest"
"tt0647501","1426","nm1725848","actor","","[""Max Ransom""]","Joe Anderson","1982","","acting","","guest"
"tt0647501","1427","nm1755719","actor","","[""Ben Kirby""]","Tom Frederic","","","acting","","guest"
"tt0647501","1428","nm0152521","actor","","[""Jimmy Kirby""]","Sean Chapman","1961","","acting","","guest"
"tt0647501","1429","nm1752186","actress","","[""Emma Kirby""]","Alexandra Moen","","","acting","","guest"
"tt0647501","1430","nm6130424","actor","","[""John Ransom""]","James Hoare","","","acting","","guest"
"tt0647501","1431","nt3933332","actor","","[""Young Emma""]","Imogen Holthouse","","","acting","","guest"
"tt0647501","1432","nt3933334","actor","","[""Christine Kirby""]","Erin Oliver","","","acting","","guest"
"tt0647501","1433","nt3933336","actor","","[""Christine Kirby""]","Lauren Oliver","","","acting","","guest"
"tt0647501","2348","nm1433087","actress","","[""Princess Diana""]","Nicky Lilley","","","acting","","guest"
"tt0647492","0","nm0626719","actor","","[""DCI Tom Barnaby""]","John Nettles","1943","","acting","","regular"
"tt0647492","4","nm0943857","actress","","[""Joyce Barnaby""]","Jane Wymark","1952","","acting","","regular"
"tt0647492","8","nm0397452","actress","","[""Cully Barnaby""]","Laura Howard","1977","","acting","","regular"
"tt0647492","9","nm0394204","actor","","[""Sgt Daniel Scott""]","John Hopkins","1975","","acting","","regular"
"tt0647492","10","nm0413289","actor","","[""Doctor George Bullard""]","Barry Jackson","1938","2013","acting","","regular"
"tt0647492","542","nm0203882","actor","","[""Otto Benham""]","Oliver Ford Davies","1939","","acting","","guest"
"tt0647492","594","nm0450414","actress","","[""Bernie""]","Sara Kestelman","1944","","acting","","guest"
"tt0647492","640","nm0206043","actor","","[""Mike Spicer""]","Robert Daws","1959","","acting","","guest"
"tt0647492","684","nm0751301","actress","","[""Felicity Turner""]","Lucy Russell","1972","","acting","","guest"
"tt0647492","1434","nm0509965","actor","","[""Steve Hope""]","John Lightbody","","","acting","","guest"
"tt0647492","1435","nm0394454","actress","","[""Sarah""]","Vicki Hopps","","","acting","","guest"
"tt0647492","1436","nm0916793","actor","","[""Nick Turner""]","James Weber Brown","1971","","acting","","guest"
"tt0647492","1437","nm0140943","actress","","[""Antonia Wilmot""]","Nancy Carroll","1974","","acting","","guest"
"tt0647492","1438","nm1766456","actor","","[""Jack Wilmot""]","Matthew Flynn","","","acting","","guest"
"tt0647492","1439","nm0153128","actress","","[""Jane""]","Rebecca Charles","","","acting","","guest"
"tt0647492","1440","nm1409802","actor","","[""Viv Marshall""]","Simon Armstrong","","","acting","","guest"
"tt0647492","1441","nt3933339","actor","","[""Zara""]","Caroline Laskowska","","","acting","","guest"
"tt0647492","1442","nm0847912","actor","","[""George""]","Ian Talbot","1942","","acting","","guest"
"tt0647492","1443","nm0083431","actor","","[""Jeff Martin""]","Philip Bird","","","acting","","guest"
"tt0647500","0","nm0626719","actor","","[""DCI Tom Barnaby""]","John Nettles","1943","","acting","","regular"
"tt0647500","4","nm0943857","actress","","[""Joyce Barnaby""]","Jane Wymark","1952","","acting","","regular"
"tt0647500","8","nm0397452","actress","","[""Cully Barnaby""]","Laura Howard","1977","","acting","","regular"
"tt0647500","9","nm0394204","actor","","[""Sgt Daniel Scott""]","John Hopkins","1975","","acting","","regular"
"tt0647500","10","nm0413289","actor","","[""Doctor George Bullard""]","Barry Jackson","1938","2013","acting","","regular"
"tt0647500","541","nm0425490","actor","","[""Derek Lockwood""]","Karl Johnson","1948","","acting","","guest"
"tt0647500","593","nm0188950","actress","","[""Amelia Plummer""]","Annette Crosbie","1934","","acting","","guest"
"tt0647500","683","nm0761907","actor","","[""Alex Hardwick""]","Benedict Sandiford","1973","","acting","","guest"
"tt0647500","727","nm0281424","actor","","[""Ralph Plummer""]","James Fleet","1952","","acting","","guest"
"tt0647500","763","nm0110192","actor","","[""Anselm Plummer""]","Jasper Britton","1962","","acting","","guest"
"tt0647500","796","nm0356489","actor","","[""Dexter Lockwood""]","Rod Hallett","","","acting","","guest"
"tt0647500","1444","nm0703038","actor","","[""Mr. Judd""]","John Quayle","1938","","acting","","guest"
"tt0647500","1445","nm0743335","actor","","[""Sam Hardwick""]","David Ross","1945","","acting","","guest"
"tt0647500","1446","nm0570569","actress","","[""Caroline Plummer""]","Lizzy McInnerny","1960","","acting","","guest"
"tt0647500","1447","nm0063442","actress","","[""Sonia Hardwick""]","Ann Beach","1938","2017","acting","","guest"
"tt0647500","1448","nm0018446","actress","","[""Helen Plummer""]","Geraldine Alexander","","","acting","","guest"
"tt0647500","1449","nm0101261","actor","","[""Milner""]","Tom Bowles","","","acting","","guest"
"tt0647500","1450","nm0818648","actor","","[""Keith Carter""]","Steve Speirs","1965","","acting","","guest"
"tt0647500","1451","nm0924296","actress","","[""Jackie Carter""]","Pauline Whitaker","","","acting","","guest"
"tt0647495","0","nm0626719","actor","","[""DCI Tom Barnaby""]","John Nettles","1943","","acting","","regular"
"tt0647495","4","nm0943857","actress","","[""Joyce Barnaby""]","Jane Wymark","1952","","acting","","regular"
"tt0647495","8","nm0397452","actress","","[""Cully Barnaby""]","Laura Howard","1977","","acting","","regular"
"tt0647495","9","nm0394204","actor","","[""Sgt Daniel Scott""]","John Hopkins","1975","","acting","","regular"
"tt0647495","10","nm0413289","actor","","[""Doctor George Bullard""]","Barry Jackson","1938","2013","acting","","regular"
"tt0647495","540","nm0212626","actress","","[""Valerie Smeeton""]","Julia Deakin","1952","","acting","","guest"
"tt0647495","592","nm0925930","actress","","[""Peggy Alder""]","June Whitfield","1925","2018","acting","","guest"
"tt0647495","639","nm0183122","actor","","[""Michael Maybury""]","Oliver Cotton","1944","","acting","","guest"
"tt0647495","682","nm0668807","actor","","[""Charlie Speight""]","Trevor Peacock","1931","2021","acting","","guest"
"tt0647495","692","nm0383354","actress","","[""Gina Colby""]","Clare Higgins","1955","","acting","","guest"
"tt0647495","726","nm0121651","actor","","[""John Farrow""]","David Burke","1934","","acting","","guest"
"tt0647495","762","nm0585460","actor","","[""Noah Farrow""]","Frank Middlemass","1919","2006","acting","","guest"
"tt0647495","795","nm0071290","actor","","[""Harvey Crane""]","Christopher Benjamin","1934","2025","acting","","guest"
"tt0647495","819","nm0801574","actress","","[""Melody Thorpe""]","Belinda Sinclair","1950","","acting","","guest"
"tt0647495","842","nm0255124","actor","","[""Lee Smeeton""]","Tom Ellis","1978","","acting","","guest"
"tt0647495","1452","nm0528918","actor","","[""Alan Thorpe""]","David Lyon","1941","2013","acting","","guest"
"tt0647495","1453","nt947789","actor","","[""Arthur Leggott""]","Nicholas Amer","1923","","acting","","guest"
"tt0647495","1454","nm0101540","actor","","[""Owen Swinscoe""]","Stephen Boxer","1950","","acting","","guest"
"tt0647495","1455","nm0889355","actor","","[""Joe Smeeton""]","Richard Vanstone","","","acting","","guest"
"tt0647508","0","nm0626719","actor","","[""DCI Tom Barnaby""]","John Nettles","1943","","acting","","regular"
"tt0647508","4","nm0943857","actress","","[""Joyce Barnaby""]","Jane Wymark","1952","","acting","","regular"
"tt0647508","6","nm0400673","actor","","[""DS Ben Jones""]","Jason Hughes","1971","","acting","","regular"
"tt0647508","8","nm0397452","actress","","[""Cully Barnaby""]","Laura Howard","1977","","acting","","regular"
"tt0647508","10","nm0413289","actor","","[""Doctor George Bullard""]","Barry Jackson","1938","2013","acting","","regular"
"tt0647508","1456","nm0048468","actor","","[""Charlie""]","George Baker","1931","2011","acting","","guest"
"tt0647508","1457","nm0312587","actress","","[""Anne Merrick""]","Ruth Gemmell","","","acting","","guest"
"tt0647508","1458","nm0136902","actress","","[""Barbara Flux""]","Anita Carey","1948","2023","acting","","guest"
"tt0647508","1459","nm0334438","actor","","[""Lesley Flux""]","Gawn Grainger","1937","","acting","","guest"
"tt0647508","1460","nm0250722","actress","","[""Harriet Davis""]","Rebecca Egan","","","acting","","guest"
"tt0647508","1461","nm0922751","actor","","[""Gerry Moore""]","David Westhead","1963","","acting","","guest"
"tt0647508","1462","nm0262530","actress","","[""Grace Woodhall""]","Andree Evans","1929","2015","acting","","guest"
"tt0647508","1463","nm0255914","actor","","[""Giles Cato""]","Michael Elwyn","1942","","acting","","guest"
"tt0647508","1464","nm1433038","actress","","[""Miss Owen""]","Katy Brittain","","","acting","","guest"
"tt0647508","1465","nm1892311","actor","","[""Harcourt""]","Ben Meyjes","","","acting","","guest"
"tt0647508","1466","nt2091565","actor","","[""Caroline Cave""]","Caroline Faber","","","acting","","guest"
"tt0647508","1467","nm0872937","actor","","[""Peter Cave""]","Richard Trinder","1968","","acting","","guest"
"tt0647508","1468","nm1019391","actor","","[""Phillip Merrick""]","Greg Sheffield","","","acting","","guest"
"tt0647508","1469","nm0524098","actor","","[""Danny Merrick""]","Charlie Lucas","1988","","acting","","guest"
"tt0647479","0","nm0626719","actor","","[""DCI Tom Barnaby""]","John Nettles","1943","","acting","","regular"
"tt0647479","4","nm0943857","actress","","[""Joyce Barnaby""]","Jane Wymark","1952","","acting","","regular"
"tt0647479","6","nm0400673","actor","","[""DS Ben Jones""]","Jason Hughes","1971","","acting","","regular"
"tt0647479","8","nm0397452","actress","","[""Cully Barnaby""]","Laura Howard","1977","","acting","","regular"
"tt0647479","10","nm0413289","actor","","[""Doctor George Bullard""]","Barry Jackson","1938","2013","acting","","regular"
"tt0647479","597","nm0860724","actress","","[""April Gooding""]","Sophie Thompson","1962","","acting","","guest"
"tt0647479","644","nm0328751","actress","","[""Grace Starkey""]","Caroline Goodall","1959","","acting","","guest"
"tt0647479","688","nm0051394","actor","","[""John Starkey""]","David Bamber","1954","","acting","","guest"
"tt0647479","693","nm0134458","actor","","[""Alistair Gooding""]","Richard Cant","","","acting","","guest"
"tt0647479","766","nm0313702","actor","","[""Ron Chalk""]","Tom Georgeson","1937","","acting","","guest"
"tt0647479","953","nm0102644","actress","","[""Ruth Chalk""]","Tracy Brabin","1961","","acting","","guest"
"tt0647479","1470","nm0819655","actress","","[""Ursula Gooding""]","Elizabeth Spriggs","1929","2008","acting","","guest"
"tt0647479","1471","nt2175101","actor","","[""Marion Slade""]","Claire Askam","","","acting","","guest"
"tt0647479","1472","nm1502204","actor","","[""Rob Pride""]","Tom Bennett","","","acting","","guest"
"tt0647479","1473","nt3933344","actor","","[""Vicki""]","Jenny Jackson","","","acting","","guest"
"tt0647479","1474","nm0001003","actor","","[""Dr. Wellow""]","Simon Callow","1949","","acting","","guest"
"tt0647479","1475","nm0409883","actor","","[""Mark Castle""]","Paul Ireland","1970","","acting","","guest"
"tt0647479","1476","nm0106573","actor","","[""Helen Castle""]","Louise Breckon-Richards","","","acting","","guest"
"tt0647479","1477","nt3933347","actor","","[""Sadie Castle""]","Cally Hamilton","","","acting","","guest"
"tt0647513","0","nm0626719","actor","","[""DCI Tom Barnaby""]","John Nettles","1943","","acting","","regular"
"tt0647513","4","nm0943857","actress","","[""Joyce Barnaby""]","Jane Wymark","1952","","acting","","regular"
"tt0647513","6","nm0400673","actor","","[""DS Ben Jones""]","Jason Hughes","1971","","acting","","regular"
"tt0647513","8","nm0397452","actress","","[""Cully Barnaby""]","Laura Howard","1977","","acting","","regular"
"tt0647513","10","nm0413289","actor","","[""Doctor George Bullard""]","Barry Jackson","1938","2013","acting","","regular"
"tt0647513","543","nm0291599","actor","","[""Teddy Butler""]","John Franklyn-Robbins","1924","2009","acting","","guest"
"tt0647513","641","nm0000722","actor","","[""Sir Freddy Butler""]","Joss Ackland","1928","2023","acting","","guest"
"tt0647513","685","nm0725951","actress","","[""Sandra Butler""]","Joanna Riding","1967","","acting","","guest"
"tt0647513","728","nm0774532","actor","","[""Amos Brown""]","Leslie Schofield","1938","","acting","","guest"
"tt0647513","732","nm0443016","actor","","[""Henry York""]","Charles Kay","1930","2025","acting","","guest"
"tt0647513","764","nm0057598","actor","","[""Finch""]","Ian Barritt","1944","","acting","","guest"
"tt0647513","797","nm0612442","actress","","[""Lady Tara Butler""]","Annabel Mullion","1969","","acting","","guest"
"tt0647513","1030","nm0680670","actor","","[""Vicar""]","Neville Phillips","1924","","acting","","guest"
"tt0647513","1478","nm0680795","actress","","[""Lady Annabel Butler""]","Siân Phillips","1933","","acting","","guest"
"tt0647513","1479","nm0750835","actress","","[""Lady Lucinda Butler""]","Sheila Ruskin","1946","","acting","","guest"
"tt0647513","1480","nm0063739","actor","","[""Richard Butler""]","David Beames","","","acting","","guest"
"tt0647513","1481","nm2046894","actor","","[""Michael Butler""]","Matthew Tennyson","","","acting","","guest"
"tt0647513","1482","nm0167134","actor","","[""Simon Oliver""]","Richard Clothier","","","acting","","guest"
"tt0647513","1483","nm0534315","actress","","[""Hatty Down""]","Carol MacReady","1952","","acting","","guest"
"tt0647513","1484","nm0426038","actress","","[""Jenny Down""]","Rebecca Johnson","","","acting","","guest"
"tt0647488","0","nm0626719","actor","","[""DCI Tom Barnaby""]","John Nettles","1943","","acting","","regular"
"tt0647488","4","nm0943857","actress","","[""Joyce Barnaby""]","Jane Wymark","1952","","acting","","regular"
"tt0647488","6","nm0400673","actor","","[""DS Ben Jones""]","Jason Hughes","1971","","acting","","regular"
"tt0647488","8","nm0397452","actress","","[""Cully Barnaby""]","Laura Howard","1977","","acting","","regular"
"tt0647488","10","nm0413289","actor","","[""Doctor George Bullard""]","Barry Jackson","1938","2013","acting","","regular"
"tt0647488","544","nm0446844","actor","","[""Jack Fothergill""]","Sam Kelly","1943","2014","acting","","guest"
"tt0647488","595","nm0293550","actor","","[""Sir John Waverley""]","Paul Freeman","1943","","acting","","guest"
"tt0647488","642","nm0571549","actress","","[""Ruby Wilmott""]","Julia McKenzie","1941","","acting","","guest"
"tt0647488","686","nm0189720","actor","","[""Peter Hatchard""]","Dermot Crowley","1947","","acting","","guest"
"tt0647488","729","nm0442542","actress","","[""Margaret Florian""]","Christine Kavanagh","1957","","acting","","guest"
"tt0647488","765","nm0250310","actor","","[""Richard Florian""]","Rob Edwards","1949","","acting","","guest"
"tt0647488","893","nm0404332","actor","","[""Richard Budd""]","Derek Hutchinson","","","acting","","guest"
"tt0647488","1485","nm0557678","actor","","[""Martin Barrett""]","Grant Masters","1964","","acting","","guest"
"tt0647488","1486","nm0256505","actress","","[""Hayley Redfern""]","Charlotte Emmerson","1971","","acting","","guest"
"tt0647488","1487","nm1556493","actor","","[""Billy""]","Arthur Kohn","","","acting","","guest"
"tt0647488","1488","nm0376025","actress","","[""Carol Hatchard""]","Polly Hemingway","1946","","acting","","guest"
"tt0647488","1489","nm0483003","actress","","[""Staff Nurse""]","Rebecca Lamb","","","acting","","guest"
"tt0647488","1490","nm1600119","actor","","[""Policeman""]","Duncan Clyde","","","acting","","guest"
"tt0647488","2351","nt4296694","actor","","[""Policeman""]","Duncan Watkinson","1981","","acting","","guest"
"tt0756939","0","nm0626719","actor","","[""DCI Tom Barnaby""]","John Nettles","1943","","acting","","regular"
"tt0756939","4","nm0943857","actress","","[""Joyce Barnaby""]","Jane Wymark","1952","","acting","","regular"
"tt0756939","6","nm0400673","actor","","[""DS Ben Jones""]","Jason Hughes","1971","","acting","","regular"
"tt0756939","8","nm0397452","actress","","[""Cully Barnaby""]","Laura Howard","1977","","acting","","regular"
"tt0756939","10","nm0413289","actor","","[""Doctor George Bullard""]","Barry Jackson","1938","2013","acting","","regular"
"tt0756939","599","nm0900806","actress","","[""Lorna Hastings""]","Sandra Voe","1936","","acting","","guest"
"tt0756939","645","nm0734654","actor","","[""Doctor O'Dowd""]","Struan Rodger","1946","","acting","","guest"
"tt0756939","690","nm2362602","actor","","[""Roland Marwood""]","Joseph Kennedy","1981","","acting","","guest"
"tt0756939","730","nm0859525","actress","","[""Peggy Aynscombe""]","Sian Thomas","1953","","acting","","guest"
"tt0756939","798","nm0564500","actor","","[""Rev. Anthony Gant""]","Richard McCabe","1960","","acting","","guest"
"tt0756939","835","nm0421826","actor","","[""Henry Marwood""]","Dominic Jephcott","1957","","acting","","guest"
"tt0756939","1491","nm0786865","actor","","[""Archdeacon Able""]","Shaughan Seymour","1949","","acting","","guest"
"tt0756939","1492","nm0370078","actor","","[""Alan""]","Andrew Hawkins","1950","","acting","","guest"
"tt0756939","1493","nm0570247","actor","","[""Bob""]","Lloyd McGuire","1947","","acting","","guest"
"tt0756939","1494","nt3933349","actor","","[""Polly""]","Lucy-Anne Holmes","","","acting","","guest"
"tt0756939","1495","nm1140434","actress","","[""Fiona Aynscombe""]","Jessica Brooks","","","acting","","guest"
"tt0756939","1496","nm0607046","actress","","[""Mildred Danvers""]","Ann Morrish","1928","","acting","","guest"
"tt0756939","1497","nm0480439","actress","","[""Cathy Hewlett""]","Hattie Ladbury","","","acting","","guest"
"tt0786179","0","nm0626719","actor","","[""DCI Tom Barnaby""]","John Nettles","1943","","acting","","regular"
"tt0786179","4","nm0943857","actress","","[""Joyce Barnaby""]","Jane Wymark","1952","","acting","","regular"
"tt0786179","6","nm0400673","actor","","[""DS Ben Jones""]","Jason Hughes","1971","","acting","","regular"
"tt0786179","8","nm0397452","actress","","[""Cully Barnaby""]","Laura Howard","1977","","acting","","regular"
"tt0786179","10","nm0413289","actor","","[""Doctor George Bullard""]","Barry Jackson","1938","2013","acting","","regular"
"tt0786179","545","nm0589645","actor","","[""Mr. Hundsecker""]","Stuart Milligan","1953","","acting","","guest"
"tt0786179","598","nm0041411","actress","","[""Ginny Lamington""]","Juliet Aubrey","1966","","acting","","guest"
"tt0786179","689","nm0693317","actress","","[""Celia Patchett""]","Madeleine Potter","1964","","acting","","guest"
"tt0786179","802","nm0391600","actress","","[""Rose Southerly""]","Clare Holman","1964","","acting","","guest"
"tt0786179","955","nm0307804","actor","","[""Tracy Talbot""]","Elli Garnett","","","acting","","guest"
"tt0786179","1498","nm1752520","actor","","[""Frank Hopkirk""]","Tim Hardy","","","acting","","guest"
"tt0786179","1499","nm0680526","actor","","[""Orlando Lamington""]","Jonny Phillips","1963","","acting","","guest"
"tt0786179","1500","nm0564056","actor","","[""Jeremy Patchett""]","John McAndrew","","","acting","","guest"
"tt0786179","1501","nm1552136","actress","","[""Dora Southerly""]","Sophie Stuckey","1991","","acting","","guest"
"tt0786179","1502","nm1655608","actress","","[""Rev. Suze""]","Kirsty Bushell","","","acting","","guest"
"tt0786179","1503","nm0126119","actor","","[""Gary Talbot""]","Antony Byrne","1969","","acting","","guest"
"tt0786179","1504","nm0372317","actor","","[""Danny Piggott""]","Dorian Healy","1962","","acting","","guest"
"tt0786179","1505","nt3933357","actor","","[""Otis Piggott""]","Jack Crutch","","","acting","","guest"
"tt0786179","1506","nt1698329","actor","","[""Miranda Harvey""]","Jackie Morrison","","","acting","","guest"
"tt0786179","1507","nm1087290","actor","","[""Dudley Painter""]","Dominic Rickhards","","","acting","","guest"
"tt0786180","0","nm0626719","actor","","[""DCI Tom Barnaby""]","John Nettles","1943","","acting","","regular"
"tt0786180","4","nm0943857","actress","","[""Joyce Barnaby""]","Jane Wymark","1952","","acting","","regular"
"tt0786180","6","nm0400673","actor","","[""DS Ben Jones""]","Jason Hughes","1971","","acting","","regular"
"tt0786180","8","nm0397452","actress","","[""Cully Barnaby""]","Laura Howard","1977","","acting","","regular"
"tt0786180","10","nm0413289","actor","","[""Doctor George Bullard""]","Barry Jackson","1938","2013","acting","","regular"
"tt0786180","549","nm0032536","actress","","[""Ellen Barker""]","Annabelle Apsion","1960","","acting","","guest"
"tt0786180","596","nm0134922","actor","","[""Laurence Barker""]","Peter Capaldi","1958","","acting","","guest"
"tt0786180","643","nm0895812","actor","","[""Giles Armitage""]","Ronan Vibert","1964","2022","acting","","guest"
"tt0786180","687","nm0829815","actress","","[""Carolyn Armitage""]","Sara Stewart","1966","","acting","","guest"
"tt0786180","834","nm0851956","actress","","[""Kath Bullard""]","Alwyne Taylor","","","acting","","guest"
"tt0786180","1508","nm0238644","actor","","[""Connor Simpson""]","Patrick Drury","","","acting","","guest"
"tt0786180","1509","nm0359710","actor","","[""Stephen Latimer""]","Scott Handy","","","acting","","guest"
"tt0786180","1510","nm0795344","actor","","[""Leo Clarke""]","John Shrapnel","1942","2020","acting","","guest"
"tt0786180","1511","nm1854222","actor","","[""Francis Crawford""]","Michael Fitzgerald","","","acting","","guest"
"tt0786180","1512","nt1681438","actor","","[""Sam Judd""]","John Cording","","","acting","","guest"
"tt0786180","1513","nm5564446","actor","","[""Police Officer""]","Anthony Farrelly","","","acting","","guest"
"tt0786180","1514","nt2511635","actress","","[""Waitress""]","Joyia Fitch","1980","","acting","","guest"
"tt0786181","0","nm0626719","actor","","[""DCI Tom Barnaby""]","John Nettles","1943","","acting","","regular"
"tt0786181","4","nm0943857","actress","","[""Joyce Barnaby""]","Jane Wymark","1952","","acting","","regular"
"tt0786181","6","nm0400673","actor","","[""DS Ben Jones""]","Jason Hughes","1971","","acting","","regular"
"tt0786181","8","nm0397452","actress","","[""Cully Barnaby""]","Laura Howard","1977","","acting","","regular"
"tt0786181","10","nm0413289","actor","","[""Doctor George Bullard""]","Barry Jackson","1938","2013","acting","","regular"
"tt0786181","550","nm0949288","actress","","[""Gwen Trevelyan""]","Barbara Young","1931","2023","acting","","guest"
"tt0786181","649","nm0027215","actor","","[""Lance Woodrow""]","Miles Anderson","1947","","acting","","guest"
"tt0786181","691","nm0055289","actress","","[""Mrs. Beverley""]","Thelma Barlow","1929","","acting","","guest"
"tt0786181","767","nm0800219","actress","","[""Samantha Flint""]","Josette Simon","1960","","acting","","guest"
"tt0786181","799","nm0377844","actor","","[""Marcus Bramwell""]","Guy Henry","1960","","acting","","guest"
"tt0786181","820","nm2358187","actor","","[""Sophie Trevelyan""]","Rosa Hoskins","","","acting","","guest"
"tt0786181","949","nm1279787","actress","","[""Solicitor""]","Stephanie Jacob","","","acting","","guest"
"tt0786181","1515","nm0926915","actress","","[""Annie Woodrow""]","Saskia Wickham","1967","","acting","","guest"
"tt0786181","1516","nm0197940","actress","","[""Felicity""]","Helen Dallimore","1971","","acting","","guest"
"tt0786181","1517","nm0698846","actor","","[""John Trevelyan""]","Brian Protheroe","1944","","acting","","guest"
"tt0786181","1518","nt3284928","actor","","[""Ed Trevelyan""]","Emily Gloyens","","","acting","","guest"
"tt0786181","1519","nm1517373","actor","","[""Mark Thomas""]","David Birrell","1966","","acting","","guest"
"tt0786181","1520","nm0323132","actor","","[""Jamie Cramner""]","Jamie Glover","1969","","acting","","guest"
"tt0786181","1521","nm0873844","actress","","[""Tanya Cramner""]","Caroline Trowbridge","","","acting","","guest"
"tt0837686","0","nm0626719","actor","","[""DCI Tom Barnaby""]","John Nettles","1943","","acting","","regular"
"tt0837686","4","nm0943857","actress","","[""Joyce Barnaby""]","Jane Wymark","1952","","acting","","regular"
"tt0837686","6","nm0400673","actor","","[""DS Ben Jones""]","Jason Hughes","1971","","acting","","regular"
"tt0837686","8","nm0397452","actress","","[""Cully Barnaby""]","Laura Howard","1977","","acting","","regular"
"tt0837686","10","nm0413289","actor","","[""Doctor George Bullard""]","Barry Jackson","1938","2013","acting","","regular"
"tt0837686","12","nm1415407","actress","","[""WPC/DC Gail Stephens""]","Kirsty Dillon","","","acting","","regular"
"tt0837686","523","nm0916073","actor","","[""Tony Kirby""]","Danny Webb","1958","","acting","","guest"
"tt0837686","573","nm0861664","actress","","[""Elaine Trim""]","Harriet Thorpe","1957","","acting","","guest"
"tt0837686","893","nm0404332","actor","","[""Richard Budd""]","Derek Hutchinson","","","acting","","guest"
"tt0837686","1522","nm0026753","actress","","[""Rosemary Wood""]","Georgine Anderson","1928","2024","acting","","guest"
"tt0837686","1523","nm0212772","actress","","[""Frances Kirby""]","Felicity Dean","1959","","acting","","guest"
"tt0837686","1524","nm0715084","actress","","[""Marissa Clarke""]","Nicola Redmond","","","acting","","guest"
"tt0837686","1525","nm0196704","actor","","[""Paul Bright""]","Ifan Huw Dafydd","","","acting","","guest"
"tt0837686","1526","nm0913622","actress","","[""Carol Prentice""]","Wendy Wason","1976","","acting","","guest"
"tt0837686","1527","nm0377788","actor","","[""Eric Usher""]","David Henry","","2023","acting","","guest"
"tt0837686","1528","nm0498764","actor","","[""Jim Druce""]","Geoffrey Leesley","1949","","acting","","guest"
"tt0837686","1529","nm1972799","actress","","[""Laura Sharp""]","Lizzy Watts","","","acting","","guest"
"tt0837686","1530","nt3933359","actor","","[""Simon Bright""]","Edward Davenport","","","acting","","guest"
"tt0837686","1531","nt3933360","actor","","[""Bella Prentice""]","Isabella Furst","","","acting","","guest"
"tt0868397","0","nm0626719","actor","","[""DCI Tom Barnaby""]","John Nettles","1943","","acting","","regular"
"tt0868397","4","nm0943857","actress","","[""Joyce Barnaby""]","Jane Wymark","1952","","acting","","regular"
"tt0868397","6","nm0400673","actor","","[""DS Ben Jones""]","Jason Hughes","1971","","acting","","regular"
"tt0868397","8","nm0397452","actress","","[""Cully Barnaby""]","Laura Howard","1977","","acting","","regular"
"tt0868397","10","nm0413289","actor","","[""Doctor George Bullard""]","Barry Jackson","1938","2013","acting","","regular"
"tt0868397","12","nm1415407","actress","","[""WPC/DC Gail Stephens""]","Kirsty Dillon","","","acting","","regular"
"tt0868397","524","nm0002059","actress","","[""Faith Alexander""]","Lisa Eichhorn","1952","","acting","","guest"
"tt0868397","574","nm0235782","actress","","[""Amie Pearce""]","Freda Dowie","1928","2019","acting","","guest"
"tt0868397","600","nm0146038","actor","","[""Jack Pearce""]","John Cater","1932","2009","acting","","guest"
"tt0868397","624","nm0060221","actress","","[""Eileen Carnack""]","Linda Bassett","1950","","acting","","guest"
"tt0868397","648","nm0426062","actor","","[""Rex Masters""]","Richard Johnson","1927","2015","acting","","guest"
"tt0868397","669","nm0922335","actor","","[""Jeremy Thacker""]","Samuel West","1966","","acting","","guest"
"tt0868397","717","nm0941056","actress","","[""Janet Bailey""]","Emily Woof","1967","","acting","","guest"
"tt0868397","731","nm0873739","actor","","[""Miles King""]","David Troughton","1950","","acting","","guest"
"tt0868397","789","nm0831006","actor","","[""Richard Carnack""]","Malcolm Stoddard","1948","","acting","","guest"
"tt0868397","841","nm0557681","actress","","[""Jane Benbow""]","Helen Masters","1963","","acting","","guest"
"tt0868397","848","nm0394054","actor","","[""Alan Alexander""]","William Hope","1955","","acting","","guest"
"tt0868397","1532","nm0082952","actor","","[""Taxi Driver""]","Roger Bingham","","","acting","","guest"
"tt0868397","1533","nt3933362","actor","","[""Young Faith""]","Mae Wright","","","acting","","guest"
"tt0868397","1534","nt1602881","actor","","[""P.C.""]","Adam Farr","","","acting","","guest"
"tt0844581","0","nm0626719","actor","","[""DCI Tom Barnaby""]","John Nettles","1943","","acting","","regular"
"tt0844581","4","nm0943857","actress","","[""Joyce Barnaby""]","Jane Wymark","1952","","acting","","regular"
"tt0844581","6","nm0400673","actor","","[""DS Ben Jones""]","Jason Hughes","1971","","acting","","regular"
"tt0844581","8","nm0397452","actress","","[""Cully Barnaby""]","Laura Howard","1977","","acting","","regular"
"tt0844581","10","nm0413289","actor","","[""Doctor George Bullard""]","Barry Jackson","1938","2013","acting","","regular"
"tt0844581","12","nm1415407","actress","","[""WPC/DC Gail Stephens""]","Kirsty Dillon","","","acting","","regular"
"tt0844581","526","nm0145284","actor","","[""Charles King""]","John Castle","1940","","acting","","guest"
"tt0844581","577","nm0519546","actor","","[""Peter Baxter""]","Ray Lonnen","1940","2014","acting","","guest"
"tt0844581","646","nm0371304","actor","","[""Jack Tewson""]","Tony Haygarth","1945","2017","acting","","guest"
"tt0844581","719","nm0755156","actor","","[""Harold Bumstead""]","Hugh Sachs","","","acting","","guest"
"tt0844581","754","nm1537825","actor","","[""Ian King""]","Sam Heughan","1980","","acting","","guest"
